0,1,2
6,75,1
6,74,1
6,134,1
6,93,1
6,56,1
6,86,1
6,23,1
6,37,1
7,62,1
7,98,1
7,106,1
7,55,1
7,10,1
7,60,1
7,25,1
7,82,1
7,136,1
7,26,1
7,75,1
7,32,1
7,101,1
7,14,1
7,94,1
7,87,1
7,33,1
7,107,1
7,16,1
7,37,1
7,9,1
7,24,1
7,39,1
7,71,1
7,17,1
7,61,1
7,120,1
7,15,1
7,8,1
7,42,1
7,100,1
7,27,1
7,56,1
7,48,1
7,38,1
7,86,1
7,117,1
7,90,1
7,54,1
7,74,1
7,93,1
8,9,1
8,39,1
8,27,1
8,48,1
8,74,1
8,34,1
8,61,1
8,35,1
8,57,1
8,101,1
8,54,1
8,68,1
8,16,1
8,26,1
8,93,1
8,82,1
8,10,1
8,56,1
8,142,1
8,15,1
8,38,1
8,33,1
8,107,1
8,94,1
8,40,1
8,52,1
8,141,1
8,75,1
8,18,1
8,17,1
8,96,1
8,24,1
8,37,1
8,71,1
8,102,1
8,11,1
8,87,1
8,25,1
8,32,1
8,23,1
8,42,1
9,14,1
9,23,1
9,74,1
9,100,1
9,108,1
9,16,1
9,120,1
9,82,1
9,36,1
9,128,1
9,10,1
9,48,1
9,24,1
9,39,1
9,25,1
9,34,1
9,17,1
9,96,1
9,61,1
9,101,1
9,71,1
9,37,1
9,55,1
9,56,1
9,35,1
9,51,1
9,93,1
9,147,1
9,38,1
9,15,1
9,18,1
9,62,1
9,86,1
9,90,1
9,27,1
9,32,1
9,54,1
9,95,1
9,75,1
9,94,1
9,11,1
9,136,1
10,11,1
10,48,1
10,56,1
10,90,1
10,108,1
10,18,1
10,35,1
10,55,1
10,17,1
10,32,1
10,57,1
10,71,1
10,93,1
10,51,1
10,100,1
10,61,1
10,38,1
10,27,1
10,33,1
10,26,1
10,95,1
10,16,1
10,37,1
10,54,1
10,39,1
10,15,1
10,40,1
10,96,1
10,24,1
10,75,1
10,74,1
10,23,1
10,82,1
10,87,1
10,14,1
11,54,1
11,42,1
11,105,1
11,48,1
11,34,1
11,38,1
11,93,1
11,100,1
11,74,1
11,96,1
11,75,1
11,14,1
11,102,1
11,57,1
11,33,1
11,35,1
11,56,1
11,68,1
11,24,1
11,25,1
11,27,1
11,39,1
11,94,1
11,81,1
11,82,1
11,18,1
11,40,1
11,107,1
11,32,1
11,15,1
11,108,1
11,17,1
11,61,1
11,37,1
11,16,1
11,103,1
11,23,1
11,117,1
11,55,1
12,13,1
12,43,1
12,58,1
12,84,1
12,64,1
12,77,1
12,30,1
12,76,1
12,60,1
12,92,1
12,124,1
12,113,1
12,119,1
12,36,1
12,19,1
12,22,1
12,115,1
12,66,1
12,31,1
12,104,1
12,20,1
12,70,1
12,88,1
12,63,1
13,36,1
13,20,1
13,49,1
13,112,1
13,84,1
13,83,1
13,116,1
13,113,1
13,123,1
13,77,1
13,114,1
13,121,1
13,64,1
13,50,1
13,104,1
13,139,1
13,115,1
13,133,1
13,21,1
13,131,1
13,58,1
13,118,1
13,143,1
13,88,1
13,22,1
13,76,1
13,124,1
13,99,1
13,95,1
13,65,1
13,43,1
13,108,1
13,48,1
13,67,1
13,92,1
13,60,1
13,19,1
14,26,1
14,71,1
14,33,1
14,42,1
14,93,1
14,100,1
14,27,1
14,90,1
14,40,1
14,61,1
14,38,1
14,94,1
14,16,1
14,81,1
14,39,1
14,34,1
14,54,1
14,18,1
14,117,1
14,82,1
14,37,1
14,95,1
14,24,1
14,101,1
14,75,1
14,56,1
14,57,1
14,15,1
14,35,1
15,16,1
15,33,1
15,24,1
15,38,1
15,25,1
15,75,1
15,54,1
15,61,1
15,103,1
15,100,1
15,94,1
15,55,1
15,117,1
15,37,1
15,23,1
15,56,1
15,39,1
15,82,1
15,74,1
15,93,1
15,42,1
15,90,1
15,35,1
15,27,1
15,17,1
15,57,1
15,18,1
15,48,1
16,42,1
16,74,1
16,22,1
16,81,1
16,35,1
16,92,1
16,25,1
16,33,1
16,26,1
16,62,1
16,107,1
16,94,1
16,56,1
16,17,1
16,48,1
16,77,1
16,96,1
16,36,1
16,60,1
16,117,1
16,102,1
16,54,1
16,75,1
16,27,1
16,55,1
16,82,1
16,100,1
16,93,1
16,38,1
16,24,1
16,37,1
17,18,1
17,33,1
17,54,1
17,55,1
17,96,1
17,75,1
17,60,1
17,61,1
17,48,1
17,117,1
17,24,1
17,35,1
17,94,1
17,100,1
17,39,1
17,71,1
17,38,1
17,23,1
17,90,1
17,56,1
17,27,1
17,40,1
17,74,1
17,42,1
17,93,1
17,34,1
17,37,1
17,82,1
17,25,1
18,34,1
18,68,1
18,82,1
18,102,1
18,35,1
18,71,1
18,55,1
18,42,1
18,81,1
18,94,1
18,75,1
18,24,1
18,38,1
18,37,1
18,33,1
18,74,1
18,54,1
18,27,1
18,108,1
18,105,1
19,20,1
19,70,1
19,113,1
19,66,1
19,30,1
19,58,1
19,119,1
19,60,1
19,69,1
19,67,1
19,89,1
19,31,1
19,88,1
19,77,1
19,104,1
19,63,1
19,115,1
19,43,1
19,36,1
20,76,1
20,114,1
20,124,1
20,30,1
20,113,1
20,66,1
20,83,1
20,67,1
20,60,1
20,88,1
20,64,1
20,115,1
20,104,1
20,84,1
20,69,1
20,78,1
20,89,1
20,77,1
20,36,1
20,43,1
20,58,1
20,119,1
21,22,1
21,118,1
21,115,1
21,88,1
21,43,1
21,69,1
21,113,1
21,76,1
21,64,1
21,83,1
21,70,1
21,36,1
21,65,1
21,77,1
21,63,1
22,31,1
22,25,1
22,30,1
22,77,1
22,69,1
22,92,1
22,115,1
22,88,1
22,43,1
22,113,1
22,36,1
22,83,1
22,104,1
23,24,1
23,74,1
23,71,1
23,34,1
23,40,1
23,82,1
23,37,1
23,93,1
23,108,1
23,56,1
23,38,1
23,54,1
23,42,1
23,27,1
23,96,1
23,94,1
23,81,1
24,71,1
24,81,1
24,38,1
24,34,1
24,54,1
24,100,1
24,51,1
24,42,1
24,87,1
24,25,1
24,101,1
24,60,1
24,107,1
24,33,1
24,35,1
24,48,1
24,61,1
24,37,1
24,117,1
24,90,1
24,39,1
24,93,1
24,26,1
24,50,1
24,82,1
24,74,1
24,96,1
24,27,1
24,102,1
25,55,1
25,48,1
25,68,1
25,56,1
25,42,1
25,93,1
25,75,1
25,117,1
25,94,1
25,27,1
25,61,1
25,39,1
25,71,1
25,37,1
25,34,1
25,33,1
25,74,1
25,90,1
25,38,1
25,81,1
25,35,1
25,96,1
25,101,1
25,54,1
26,27,1
26,35,1
26,48,1
26,101,1
26,94,1
26,71,1
26,74,1
26,142,1
26,141,1
26,56,1
26,37,1
26,39,1
26,117,1
26,87,1
26,51,1
26,100,1
26,38,1
27,35,1
27,75,1
27,37,1
27,38,1
27,100,1
27,82,1
27,108,1
27,55,1
27,42,1
27,71,1
27,103,1
27,105,1
27,101,1
27,32,1
27,90,1
27,102,1
27,81,1
27,56,1
27,94,1
27,33,1
27,74,1
27,39,1
27,40,1
27,31,1
27,54,1
27,61,1
27,117,1
27,62,1
27,93,1
27,96,1
27,48,1
27,57,1
27,107,1
27,34,1
28,29,1
28,97,1
28,79,1
28,47,1
28,44,1
28,80,1
28,126,1
28,130,1
28,72,1
28,125,1
28,59,1
28,109,1
28,110,1
28,91,1
28,41,1
28,152,1
28,153,1
28,154,1
28,155,1
28,156,1
28,158,1
28,163,1
28,168,1
28,171,1
28,172,1
28,175,1
28,178,1
28,180,1
28,181,1
28,182,1
28,183,1
28,185,1
28,186,1
28,188,1
28,189,1
28,191,1
28,194,1
28,195,1
28,197,1
28,198,1
28,200,1
28,206,1
28,214,1
28,215,1
28,216,1
28,217,1
28,220,1
28,221,1
28,224,1
28,225,1
28,227,1
28,229,1
28,233,1
28,235,1
28,236,1
28,237,1
28,238,1
28,239,1
28,242,1
28,244,1
28,250,1
28,253,1
28,257,1
28,258,1
28,260,1
28,263,1
28,266,1
28,268,1
28,269,1
28,273,1
28,274,1
28,276,1
28,279,1
28,280,1
28,284,1
28,285,1
28,286,1
28,287,1
28,288,1
28,289,1
28,291,1
28,292,1
28,293,1
28,295,1
28,298,1
28,302,1
28,303,1
28,304,1
28,305,1
28,306,1
28,307,1
28,310,1
28,313,1
28,314,1
28,315,1
28,316,1
28,318,1
28,320,1
28,325,1
28,326,1
28,327,1
28,329,1
28,331,1
28,333,1
28,336,1
28,341,1
28,342,1
29,52,1
29,46,1
29,109,1
29,125,1
29,59,1
29,97,1
29,45,1
29,80,1
29,44,1
29,85,1
29,127,1
29,72,1
29,41,1
29,110,1
29,73,1
29,47,1
29,79,1
29,91,1
29,122,1
29,126,1
29,130,1
29,151,1
29,154,1
29,155,1
29,156,1
29,157,1
29,159,1
29,161,1
29,162,1
29,164,1
29,168,1
29,170,1
29,173,1
29,174,1
29,177,1
29,178,1
29,179,1
29,181,1
29,182,1
29,183,1
29,187,1
29,188,1
29,191,1
29,192,1
29,196,1
29,197,1
29,198,1
29,199,1
29,200,1
29,201,1
29,209,1
29,210,1
29,213,1
29,216,1
29,218,1
29,219,1
29,220,1
29,221,1
29,222,1
29,223,1
29,225,1
29,229,1
29,231,1
29,232,1
29,233,1
29,237,1
29,238,1
29,240,1
29,246,1
29,247,1
29,249,1
29,253,1
29,257,1
29,258,1
29,262,1
29,263,1
29,265,1
29,271,1
29,273,1
29,274,1
29,276,1
29,278,1
29,280,1
29,282,1
29,284,1
29,288,1
29,289,1
29,291,1
29,294,1
29,297,1
29,298,1
29,302,1
29,303,1
29,305,1
29,307,1
29,308,1
29,309,1
29,311,1
29,312,1
29,313,1
29,317,1
29,319,1
29,320,1
29,321,1
29,323,1
29,324,1
29,326,1
29,327,1
29,331,1
29,333,1
29,334,1
29,335,1
29,337,1
29,339,1
29,341,1
29,342,1
30,31,1
30,113,1
30,77,1
30,103,1
30,88,1
30,43,1
30,104,1
30,115,1
30,67,1
30,78,1
31,43,1
31,103,1
31,77,1
31,70,1
31,83,1
31,36,1
31,114,1
31,69,1
31,113,1
31,88,1
31,64,1
31,58,1
31,115,1
31,76,1
31,104,1
31,89,1
31,119,1
31,60,1
31,65,1
31,124,1
31,118,1
32,33,1
32,101,1
32,75,1
32,61,1
32,54,1
32,40,1
32,74,1
32,107,1
32,38,1
32,93,1
32,34,1
32,37,1
32,71,1
33,86,1
33,42,1
33,75,1
33,55,1
33,40,1
33,38,1
33,51,1
33,37,1
33,90,1
33,107,1
33,57,1
33,39,1
33,93,1
33,87,1
33,61,1
33,101,1
33,100,1
33,74,1
33,54,1
33,82,1
33,137,1
33,71,1
33,117,1
34,50,1
34,94,1
34,93,1
34,101,1
34,60,1
34,82,1
34,57,1
34,75,1
34,37,1
34,42,1
34,96,1
34,54,1
34,61,1
34,48,1
34,81,1
34,51,1
34,74,1
34,53,1
34,38,1
34,62,1
34,55,1
34,39,1
35,37,1
35,39,1
35,48,1
35,117,1
35,82,1
35,56,1
35,81,1
35,87,1
35,51,1
35,55,1
35,61,1
35,71,1
35,90,1
35,69,1
35,74,1
35,94,1
36,43,1
36,60,1
36,92,1
36,77,1
36,124,1
36,76,1
36,113,1
36,118,1
36,50,1
36,89,1
36,115,1
36,83,1
36,61,1
36,114,1
36,88,1
36,63,1
36,66,1
36,103,1
36,69,1
36,95,1
37,38,1
37,48,1
37,96,1
37,51,1
37,82,1
37,117,1
37,71,1
37,132,1
37,90,1
37,141,1
37,142,1
37,54,1
37,135,1
37,68,1
37,40,1
37,102,1
37,94,1
37,81,1
37,56,1
37,55,1
37,75,1
37,86,1
37,101,1
37,61,1
37,105,1
37,100,1
37,42,1
37,93,1
37,39,1
37,57,1
37,87,1
37,107,1
37,74,1
38,51,1
38,74,1
38,93,1
38,56,1
38,87,1
38,90,1
38,42,1
38,82,1
38,71,1
38,101,1
38,94,1
38,55,1
38,39,1
38,54,1
38,40,1
38,86,1
38,107,1
38,75,1
38,108,1
38,100,1
38,117,1
39,48,1
39,75,1
39,93,1
39,56,1
39,55,1
39,40,1
39,42,1
39,100,1
39,95,1
39,62,1
39,71,1
39,51,1
39,117,1
39,82,1
39,96,1
39,74,1
39,94,1
40,57,1
40,100,1
40,134,1
40,108,1
40,56,1
40,74,1
40,82,1
40,55,1
40,61,1
40,54,1
40,90,1
40,95,1
40,42,1
40,86,1
40,75,1
40,107,1
41,73,1
41,125,1
41,72,1
41,59,1
41,91,1
41,85,1
41,44,1
41,110,1
41,47,1
41,126,1
41,109,1
41,97,1
41,130,1
41,80,1
41,79,1
41,52,1
41,46,1
41,152,1
41,155,1
41,156,1
41,157,1
41,158,1
41,159,1
41,161,1
41,162,1
41,164,1
41,166,1
41,172,1
41,174,1
41,176,1
41,179,1
41,180,1
41,181,1
41,182,1
41,183,1
41,185,1
41,187,1
41,188,1
41,189,1
41,193,1
41,195,1
41,199,1
41,200,1
41,205,1
41,207,1
41,210,1
41,213,1
41,218,1
41,221,1
41,222,1
41,223,1
41,227,1
41,229,1
41,233,1
41,235,1
41,237,1
41,239,1
41,240,1
41,242,1
41,245,1
41,246,1
41,247,1
41,250,1
41,252,1
41,253,1
41,258,1
41,260,1
41,261,1
41,262,1
41,264,1
41,265,1
41,266,1
41,267,1
41,268,1
41,269,1
41,271,1
41,276,1
41,280,1
41,282,1
41,283,1
41,284,1
41,286,1
41,287,1
41,288,1
41,289,1
41,291,1
41,292,1
41,294,1
41,301,1
41,302,1
41,303,1
41,305,1
41,306,1
41,307,1
41,309,1
41,310,1
41,311,1
41,312,1
41,313,1
41,314,1
41,315,1
41,317,1
41,318,1
41,319,1
41,328,1
41,329,1
41,330,1
41,331,1
41,333,1
41,336,1
41,337,1
41,340,1
41,341,1
41,342,1
42,53,1
42,90,1
42,108,1
42,71,1
42,75,1
42,95,1
42,55,1
42,56,1
42,86,1
42,54,1
42,100,1
42,61,1
42,60,1
42,107,1
42,93,1
42,138,1
42,57,1
42,82,1
42,101,1
42,48,1
42,50,1
42,117,1
42,74,1
42,96,1
43,64,1
43,119,1
43,103,1
43,65,1
43,67,1
43,78,1
43,118,1
43,63,1
43,70,1
43,115,1
43,129,1
43,88,1
43,92,1
43,83,1
43,76,1
43,77,1
43,113,1
43,138,1
43,140,1
43,89,1
43,60,1
43,114,1
43,124,1
43,58,1
43,143,1
43,69,1
43,49,1
43,66,1
43,121,1
44,45,1
44,91,1
44,73,1
44,47,1
44,85,1
44,59,1
44,125,1
44,80,1
44,79,1
44,126,1
44,122,1
44,52,1
44,109,1
44,130,1
44,127,1
44,110,1
44,72,1
44,46,1
44,97,1
44,154,1
44,155,1
44,157,1
44,158,1
44,159,1
44,161,1
44,167,1
44,168,1
44,169,1
44,170,1
44,172,1
44,174,1
44,175,1
44,177,1
44,181,1
44,182,1
44,186,1
44,188,1
44,193,1
44,197,1
44,198,1
44,200,1
44,203,1
44,204,1
44,206,1
44,209,1
44,215,1
44,216,1
44,222,1
44,223,1
44,224,1
44,225,1
44,228,1
44,229,1
44,233,1
44,235,1
44,237,1
44,238,1
44,240,1
44,242,1
44,243,1
44,245,1
44,247,1
44,251,1
44,253,1
44,254,1
44,258,1
44,259,1
44,262,1
44,263,1
44,265,1
44,268,1
44,270,1
44,275,1
44,276,1
44,278,1
44,279,1
44,280,1
44,284,1
44,285,1
44,286,1
44,287,1
44,289,1
44,290,1
44,291,1
44,298,1
44,299,1
44,301,1
44,303,1
44,305,1
44,306,1
44,307,1
44,308,1
44,311,1
44,316,1
44,318,1
44,319,1
44,320,1
44,321,1
44,322,1
44,323,1
44,325,1
44,326,1
44,327,1
44,328,1
44,334,1
44,336,1
44,337,1
44,338,1
44,339,1
45,52,1
45,46,1
45,79,1
45,109,1
45,80,1
45,85,1
45,72,1
45,47,1
45,91,1
45,130,1
45,126,1
45,59,1
45,110,1
45,125,1
45,97,1
45,122,1
45,73,1
45,127,1
45,152,1
45,156,1
45,158,1
45,159,1
45,160,1
45,161,1
45,162,1
45,163,1
45,167,1
45,172,1
45,174,1
45,175,1
45,177,1
45,180,1
45,181,1
45,182,1
45,183,1
45,188,1
45,193,1
45,196,1
45,197,1
45,200,1
45,204,1
45,206,1
45,207,1
45,209,1
45,210,1
45,212,1
45,213,1
45,215,1
45,221,1
45,224,1
45,228,1
45,229,1
45,230,1
45,231,1
45,233,1
45,235,1
45,236,1
45,238,1
45,239,1
45,240,1
45,244,1
45,247,1
45,251,1
45,252,1
45,253,1
45,254,1
45,258,1
45,259,1
45,260,1
45,262,1
45,264,1
45,266,1
45,268,1
45,269,1
45,272,1
45,276,1
45,278,1
45,279,1
45,282,1
45,283,1
45,284,1
45,285,1
45,286,1
45,288,1
45,289,1
45,291,1
45,292,1
45,294,1
45,297,1
45,298,1
45,299,1
45,300,1
45,303,1
45,305,1
45,306,1
45,307,1
45,308,1
45,309,1
45,310,1
45,311,1
45,313,1
45,314,1
45,317,1
45,319,1
45,321,1
45,324,1
45,325,1
45,328,1
45,330,1
45,333,1
45,334,1
45,336,1
45,339,1
45,342,1
46,47,1
46,73,1
46,109,1
46,130,1
46,110,1
46,80,1
46,126,1
46,52,1
46,125,1
46,85,1
46,91,1
46,122,1
46,59,1
46,72,1
46,79,1
46,154,1
46,155,1
46,158,1
46,159,1
46,161,1
46,162,1
46,164,1
46,165,1
46,167,1
46,169,1
46,170,1
46,172,1
46,174,1
46,175,1
46,177,1
46,183,1
46,187,1
46,188,1
46,192,1
46,193,1
46,198,1
46,200,1
46,201,1
46,203,1
46,205,1
46,206,1
46,207,1
46,212,1
46,215,1
46,220,1
46,221,1
46,223,1
46,225,1
46,228,1
46,229,1
46,230,1
46,231,1
46,233,1
46,235,1
46,237,1
46,238,1
46,239,1
46,240,1
46,241,1
46,242,1
46,244,1
46,245,1
46,252,1
46,253,1
46,254,1
46,258,1
46,259,1
46,262,1
46,264,1
46,265,1
46,266,1
46,267,1
46,268,1
46,270,1
46,271,1
46,272,1
46,276,1
46,278,1
46,279,1
46,280,1
46,282,1
46,284,1
46,286,1
46,288,1
46,289,1
46,292,1
46,294,1
46,296,1
46,298,1
46,299,1
46,303,1
46,304,1
46,305,1
46,307,1
46,308,1
46,311,1
46,313,1
46,315,1
46,317,1
46,318,1
46,321,1
46,322,1
46,323,1
46,325,1
46,326,1
46,328,1
46,329,1
46,330,1
46,334,1
46,335,1
46,336,1
46,337,1
46,340,1
46,341,1
47,85,1
47,127,1
47,125,1
47,122,1
47,91,1
47,110,1
47,59,1
47,130,1
47,126,1
47,109,1
47,79,1
47,52,1
47,72,1
47,73,1
47,80,1
47,151,1
47,155,1
47,156,1
47,158,1
47,159,1
47,161,1
47,163,1
47,164,1
47,166,1
47,169,1
47,170,1
47,172,1
47,174,1
47,177,1
47,181,1
47,182,1
47,183,1
47,184,1
47,185,1
47,186,1
47,187,1
47,188,1
47,192,1
47,193,1
47,195,1
47,196,1
47,197,1
47,198,1
47,201,1
47,203,1
47,205,1
47,206,1
47,208,1
47,212,1
47,213,1
47,214,1
47,215,1
47,216,1
47,217,1
47,221,1
47,222,1
47,227,1
47,228,1
47,229,1
47,231,1
47,233,1
47,235,1
47,238,1
47,239,1
47,242,1
47,247,1
47,248,1
47,252,1
47,258,1
47,259,1
47,262,1
47,263,1
47,265,1
47,267,1
47,268,1
47,269,1
47,271,1
47,273,1
47,274,1
47,279,1
47,280,1
47,282,1
47,284,1
47,285,1
47,286,1
47,288,1
47,294,1
47,297,1
47,298,1
47,299,1
47,303,1
47,305,1
47,307,1
47,311,1
47,312,1
47,313,1
47,316,1
47,317,1
47,318,1
47,320,1
47,325,1
47,329,1
47,330,1
47,331,1
47,333,1
47,334,1
47,336,1
47,337,1
47,342,1
48,82,1
48,55,1
48,94,1
48,71,1
48,61,1
48,84,1
48,93,1
48,92,1
48,57,1
48,90,1
48,81,1
48,96,1
48,60,1
48,56,1
48,95,1
48,74,1
48,143,1
49,50,1
49,60,1
49,129,1
49,121,1
49,140,1
49,143,1
50,92,1
50,84,1
50,104,1
50,60,1
50,119,1
50,115,1
50,121,1
50,63,1
50,143,1
50,138,1
50,123,1
50,116,1
51,54,1
51,61,1
51,87,1
51,75,1
51,74,1
52,110,1
52,109,1
52,130,1
52,85,1
52,79,1
52,73,1
52,122,1
52,91,1
52,59,1
52,126,1
52,125,1
52,80,1
52,72,1
52,153,1
52,155,1
52,156,1
52,157,1
52,158,1
52,160,1
52,161,1
52,163,1
52,169,1
52,170,1
52,176,1
52,177,1
52,178,1
52,180,1
52,181,1
52,182,1
52,183,1
52,185,1
52,186,1
52,188,1
52,189,1
52,190,1
52,192,1
52,197,1
52,199,1
52,200,1
52,201,1
52,203,1
52,206,1
52,212,1
52,213,1
52,215,1
52,216,1
52,218,1
52,220,1
52,221,1
52,224,1
52,228,1
52,229,1
52,230,1
52,236,1
52,237,1
52,238,1
52,239,1
52,244,1
52,247,1
52,252,1
52,253,1
52,254,1
52,255,1
52,258,1
52,259,1
52,262,1
52,264,1
52,265,1
52,266,1
52,268,1
52,271,1
52,272,1
52,273,1
52,279,1
52,281,1
52,283,1
52,284,1
52,285,1
52,288,1
52,289,1
52,292,1
52,293,1
52,296,1
52,297,1
52,299,1
52,300,1
52,301,1
52,306,1
52,314,1
52,316,1
52,317,1
52,318,1
52,320,1
52,322,1
52,323,1
52,324,1
52,325,1
52,327,1
52,330,1
52,332,1
52,333,1
52,335,1
52,340,1
52,341,1
52,342,1
53,81,1
53,96,1
54,57,1
54,87,1
54,75,1
54,71,1
54,61,1
54,55,1
54,82,1
54,56,1
54,100,1
54,96,1
54,108,1
54,94,1
54,117,1
54,90,1
54,74,1
54,93,1
55,56,1
55,61,1
55,81,1
55,103,1
55,135,1
55,117,1
55,82,1
55,68,1
55,101,1
55,94,1
55,74,1
55,100,1
56,87,1
56,74,1
56,61,1
56,82,1
56,75,1
57,95,1
57,100,1
57,107,1
57,99,1
57,94,1
57,81,1
57,108,1
57,96,1
57,74,1
57,123,1
57,75,1
57,82,1
57,146,1
57,138,1
57,84,1
58,63,1
58,121,1
58,113,1
58,89,1
58,88,1
58,70,1
58,129,1
58,119,1
58,67,1
58,124,1
58,66,1
58,69,1
58,104,1
59,91,1
59,130,1
59,73,1
59,122,1
59,72,1
59,126,1
59,79,1
59,80,1
59,110,1
59,109,1
59,127,1
59,85,1
59,125,1
59,155,1
59,156,1
59,158,1
59,159,1
59,161,1
59,163,1
59,164,1
59,165,1
59,168,1
59,169,1
59,170,1
59,171,1
59,174,1
59,175,1
59,177,1
59,178,1
59,181,1
59,182,1
59,183,1
59,184,1
59,185,1
59,186,1
59,188,1
59,189,1
59,195,1
59,198,1
59,200,1
59,206,1
59,208,1
59,212,1
59,213,1
59,214,1
59,215,1
59,216,1
59,221,1
59,222,1
59,225,1
59,228,1
59,229,1
59,235,1
59,236,1
59,237,1
59,240,1
59,241,1
59,243,1
59,246,1
59,247,1
59,249,1
59,252,1
59,254,1
59,258,1
59,263,1
59,264,1
59,265,1
59,266,1
59,268,1
59,275,1
59,276,1
59,278,1
59,279,1
59,280,1
59,283,1
59,284,1
59,288,1
59,289,1
59,295,1
59,297,1
59,298,1
59,301,1
59,302,1
59,303,1
59,306,1
59,308,1
59,310,1
59,311,1
59,313,1
59,316,1
59,317,1
59,318,1
59,319,1
59,321,1
59,323,1
59,331,1
59,334,1
59,336,1
59,338,1
59,339,1
59,340,1
60,61,1
60,92,1
60,95,1
60,77,1
60,84,1
60,69,1
60,139,1
60,83,1
