Id,Label,timeset
803,1339,
804,1340,
805,1341,
806,1342,
807,1343,
808,1344,
809,1345,
810,1346,
811,1347,
812,1348,
813,1349,
814,1350,
815,1351,
816,1352,
817,1353,
818,1354,
819,1355,
820,1356,
821,1357,
822,1358,
823,1359,
824,1360,
825,1361,
826,1362,
827,1363,
828,1364,
829,1365,
830,1366,
831,1367,
832,1368,
833,1369,
834,1370,
835,1371,
836,1372,
837,1373,
838,1374,
839,1375,
840,1376,
841,1377,
842,1378,
843,1379,
844,1380,
845,1381,
846,1382,
847,1383,
848,1384,
849,1385,
850,1386,
851,1387,
852,1388,
853,1389,
854,1390,
855,1391,
856,1392,
857,1393,
858,1394,
859,1395,
860,1396,
861,1397,
862,1398,
863,1399,
864,1400,
865,1401,
866,1402,
867,1403,
868,1404,
869,1405,
870,1406,
871,1407,
872,1408,
873,1409,
874,1410,
875,1411,
876,1412,
877,1413,
878,1414,
879,1415,
880,1416,
881,1417,
882,1418,
883,1419,
884,1420,
885,1421,
886,1422,
887,1423,
888,1424,
889,1425,
890,1426,
891,1427,
892,1428,
893,1429,
894,1430,
895,1431,
896,1432,
897,1433,
898,1434,
899,1435,
900,1436,
901,1437,
902,1438,
903,1439,
904,1440,
905,1441,
906,1442,
907,1443,
908,1444,
909,1445,
910,1446,
911,1447,
912,1448,
913,1449,
914,1450,
915,1451,
916,1452,
917,1453,
918,1454,
919,1455,
920,1456,
921,1457,
922,1458,
923,1459,
924,1460,
925,1461,
926,1462,
927,1463,
928,1464,
929,1465,
930,1466,
931,1467,
932,1468,
933,1469,
934,1470,
935,1471,
936,1472,
937,1473,
938,1474,
939,1475,
940,1476,
941,1477,
942,1478,
943,1479,
944,1480,
945,1481,
946,1482,
947,1483,
948,1484,
949,1485,
950,1486,
951,1487,
952,1488,
953,1489,
954,1490,
955,1491,
956,1492,
957,1493,
958,1494,
959,1495,
960,1496,
961,1497,
962,1498,
963,1499,
964,1500,
965,1501,
966,1502,
967,1503,
968,1504,
969,1505,
970,1506,
971,1507,
972,1508,
973,1509,
974,1510,
975,1511,
976,1512,
977,1513,
978,1514,
979,1515,
980,1516,
981,1517,
982,1518,
983,1519,
984,1520,
985,1521,
986,1522,
987,1523,
988,1524,
989,1525,
990,1526,
991,1527,
992,1528,
993,1529,
994,1530,
995,1531,
996,1532,
997,1533,
998,1534,
999,1535,
1000,1536,
1001,1537,
1002,1538,
1003,1539,
1004,1540,
1005,1541,
1006,1542,
1007,1543,
1008,1544,
1009,1545,
1010,1546,
1011,1547,
1012,1548,
1013,1549,
1014,1550,
1015,1551,
1016,1552,
1017,1553,
1018,1554,
1019,1555,
1020,1556,
1021,1557,
1022,1558,
1023,1559,
1024,1560,
1025,1561,
1026,1562,
1027,1563,
1028,1564,
1029,1565,
1030,1566,
1031,1567,
1032,1568,
1033,1569,
1034,1570,
1035,1571,
1036,1572,
1037,1573,
1038,1574,
1039,1575,
1040,1576,
1041,1577,
1042,1578,
1043,1579,
1044,1580,
1045,1581,
1046,1582,
1047,1583,
1048,1584,
1049,1585,
1050,1586,
1051,1587,
1052,1588,
1053,1589,
1054,1590,
1055,1591,
1056,1592,
1057,1593,
1058,1594,
1059,1595,
1060,1596,
1061,1597,
1062,1598,
1063,1599,
1064,1600,
1065,1601,
1066,1602,
1067,1603,
1068,1604,
1069,1605,
1070,1606,
1071,1607,
1072,1608,
1073,1609,
1074,1610,
1075,1611,
1076,1612,
1077,1613,
1078,1614,
1079,1615,
1080,1616,
1081,1617,
1082,1618,
1083,1619,
1084,1620,
1085,1621,
1086,1622,
1087,1623,
1088,1624,
1089,1625,
1090,1626,
1091,1627,
1092,1628,
1093,1629,
1094,1630,
1095,1631,
1096,1632,
1097,1633,
1098,1634,
1099,1635,
1100,1636,
1101,1637,
1102,1638,
1103,1639,
1104,1640,
1105,1641,
1106,1642,
1107,1643,
1108,1644,
1109,1645,
1110,1646,
1111,1647,
1112,1648,
1113,1649,
1114,1650,
1115,1651,
1116,1652,
1117,1653,
1118,1654,
1119,1655,
1120,1656,
1121,1657,
1122,1658,
1123,1659,
1124,1660,
1125,1661,
1126,1662,
1127,1663,
1128,1664,
1129,1665,
1130,1666,
1131,1667,
1132,1668,
1133,1669,
1134,1670,
1135,1671,
1136,1672,
1137,1673,
1138,1674,
1139,1675,
1140,1676,
1141,1677,
1142,1678,
1143,1679,
1144,1680,
1145,1681,
1146,1682,
1147,1683,
1148,1684,
1149,1685,
1150,1686,
1151,1687,
1152,1688,
1153,1689,
1154,1690,
1155,1691,
1156,1692,
1157,1693,
1158,1694,
1159,1695,
1160,1696,
1161,1697,
1162,1698,
1163,1699,
1164,1700,
1165,1701,
1166,1702,
1167,1703,
1168,1704,
1169,1705,
1170,1706,
1171,1707,
1172,1708,
1173,1709,
1174,1710,
1175,1711,
1176,1712,
1177,1713,
1178,1714,
1179,1715,
1180,1716,
1181,1717,
1182,1718,
1183,1719,
1184,1720,
1185,1721,
1186,1722,
1187,1723,
1188,1724,
1189,1725,
1190,1726,
1191,1727,
1192,1728,
1193,1729,
1194,1730,
1195,1731,
1196,1732,
1197,1733,
1198,1734,
1199,1735,
1200,1736,
1201,1737,
1202,1738,
1203,1739,
1204,1740,
1205,1741,
1206,1742,
1207,1743,
1208,1744,
1209,1745,
1210,1746,
1211,1747,
1212,1748,
1213,1749,
1214,1750,
1215,1751,
1216,1752,
1217,1753,
1218,1754,
1219,1755,
1220,1756,
1221,1757,
1222,1758,
1223,1759,
1224,1760,
1225,1761,
1226,1762,
1227,1763,
1228,1764,
1229,1765,
1230,1766,
1231,1767,
1232,1768,
1233,1769,
1234,1770,
1235,1771,
1236,1772,
1237,1773,
1238,1774,
1239,1775,
1240,1776,
1241,1777,
1242,1778,
1243,1779,
1244,1780,
1245,1781,
1246,1782,
1247,1783,
1248,1784,
1249,1785,
1250,1786,
1251,1787,
1252,1788,
1253,1789,
1254,1790,
1255,1791,
1256,1792,
1257,1793,
1258,1794,
1259,1795,
1260,1796,
1261,1797,
1262,1798,
1263,1799,
1264,1800,
1265,1801,
1266,1802,
1267,1803,
1268,1804,
1269,1805,
1270,1806,
1271,1807,
1272,1808,
1273,1809,
1274,1810,
1275,1811,
1276,1812,
1277,1813,
1278,1814,
1279,1815,
1280,1816,
1281,1817,
1282,1818,
1283,1819,
1284,1820,
1285,1821,
1286,1822,
1287,1823,
1288,1824,
1289,1825,
1290,1826,
1291,1827,
1292,1828,
1293,1829,
1294,1830,
1295,1831,
1296,1832,
1297,1833,
1298,1834,
1299,1835,
1300,1836,
1301,1837,
1302,1838,
1303,1839,
1304,1840,
1305,1841,
1306,1842,
1307,1843,
1308,1844,
1309,1845,
1310,1846,
1311,1847,
1312,1848,
1313,1849,
1314,1850,
1315,1851,
1316,1852,
1317,1853,
1318,1854,
1319,1855,
1320,1856,
1321,1857,
1322,1858,
1323,1859,
1324,1860,
1325,1861,
1326,1862,
1327,1863,
1328,1864,
1329,1865,
1330,1866,
1331,1867,
1332,1868,
1333,1869,
1334,1870,
1335,1871,
1336,1872,
1337,1873,
1338,1874,
1339,1875,
1340,1876,
1341,1877,
1342,1878,
1343,1879,
1344,1880,
1345,1881,
1346,1882,
1347,1883,
1348,1884,
1349,1885,
1350,1886,
1351,1887,
1352,1888,
1353,1889,
1354,1890,
1355,1891,
1356,1892,
1357,1893,
1358,1894,
1359,1895,
1360,1896,
1361,1897,
1362,1898,
1363,1899,
1364,1900,
1365,1901,
1366,1902,
1367,1903,
1368,1904,
1369,1905,
1370,1906,
1371,1907,
1372,1908,
1373,1909,
1374,1910,
1375,1911,
1376,1912,
1377,1913,
1378,1914,
1379,1915,
1380,1916,
1381,1917,
1382,1918,
1383,1919,
1384,1920,
1385,1921,
1386,1922,
1387,1923,
1388,1924,
1389,1925,
1390,1926,
1391,1927,
1392,1928,
1393,1929,
1394,1930,
1395,1931,
1396,1932,
1397,1933,
1398,1934,
1399,1935,
1400,1936,
1401,1937,
1402,1938,
1403,1939,
1404,1940,
1405,1941,
1406,1942,
1407,1943,
1408,1944,
1409,1945,
1410,1946,
1411,1947,
1412,1948,
1413,1949,
1414,1950,
1415,1951,
1416,1952,
1417,1953,
1418,1954,
1419,1955,
1420,1956,
1421,1957,
1422,1958,
1423,1959,
1424,1960,
1425,1961,
1426,1962,
1427,1963,
1428,1964,
1429,1965,
1430,1966,
1431,1967,
1432,1968,
1433,1969,
1434,1970,
1435,1971,
1436,1972,
1437,1973,
1438,1974,
1439,1975,
1440,1976,
1441,1977,
1442,1978,
1443,1979,
1444,1980,
1445,1981,
1446,1982,
1447,1983,
1448,1984,
1449,1985,
1450,1986,
1451,1987,
1452,1988,
1453,1989,
1454,1990,
1455,1991,
1456,1992,
1457,1993,
1458,1994,
1459,1995,
1460,1996,
1461,1997,
1462,1998,
1463,1999,
1464,2000,
1465,2001,
1466,2002,
1467,2003,
1468,2004,
1469,2005,
1470,2006,
1471,2007,
1472,2008,
1473,2009,
1474,2010,
1475,2011,
1476,2012,
1477,2013,
1478,2014,
1479,2015,
1480,2016,
1481,2017,
1482,2018,
1483,2019,
1484,2020,
1485,2021,
1486,2022,
1487,2023,
1488,2024,
1489,2025,
1490,2026,
1491,2027,
1492,2028,
1493,2029,
1494,2030,
1495,2031,
1496,2032,
1497,2033,
1498,2034,
1499,2035,
1500,2036,
1501,2037,
1502,2038,
1503,2039,
1504,2040,
1505,2041,
1506,2042,
1507,2043,
1508,2044,
1509,2045,
1510,2046,
1511,2047,
1512,2048,
1513,2049,
1514,2050,
1515,2051,
1516,2052,
1517,2053,
1518,2054,
1519,2055,
1520,2056,
1521,2057,
1522,2058,
1523,2059,
1524,2060,
1525,2061,
1526,2062,
1527,2063,
1528,2064,
1529,2065,
1530,2066,
1531,2067,
1532,2068,
1533,2069,
1534,2070,
1535,2071,
1536,2072,
1537,2073,
1538,2074,
1539,2075,
1540,2076,
1541,2077,
1542,2078,
1543,2079,
1544,2080,
1545,2081,
1546,2082,
1547,2083,
1548,2084,
1549,2085,
1550,2086,
1551,2087,
1552,2088,
1553,2089,
1554,2090,
1555,2091,
1556,2092,
1557,2093,
1558,2094,
1559,2095,
1560,2096,
1561,2097,
1562,2098,
1563,2099,
1564,2100,
1565,2101,
1566,2102,
1567,2103,
1568,2104,
1569,2105,
1570,2106,
1571,2107,
1572,2108,
1573,2109,
1574,2110,
1575,2111,
1576,2112,
1577,2113,
1578,2114,
1579,2115,
1580,2116,
1581,2117,
1582,2118,
1583,2119,
1584,2120,
1585,2121,
1586,2122,
1587,2123,
1588,2124,
1589,2125,
1590,2126,
1591,2127,
1592,2128,
1593,2129,
1594,2130,
1595,2131,
1596,2132,
1597,2133,
1598,2134,
1599,2135,
1600,2136,
1601,2137,
1602,2138,
1603,2139,
1604,2140,
1605,2141,
1606,2142,
1607,2143,
1608,2144,
1609,2145,
1610,2146,
1611,2147,
1612,2148,
1613,2149,
1614,2150,
1615,2151,
1616,2152,
1617,2153,
1618,2154,
1619,2155,
1620,2156,
1621,2157,
1622,2158,
1623,2159,
1624,2160,
1625,2161,
1626,2162,
1627,2163,
1628,2164,
1629,2165,
1630,2166,
1631,2167,
1632,2168,
1633,2169,
1634,2170,
1635,2171,
1636,2172,
1637,2173,
1638,2174,
1639,2175,
1640,2176,
1641,2177,
1642,2178,
1643,2179,
1644,2180,
1645,388,
1646,440,
1647,455,
1648,457,
1649,460,
1650,464,
1651,465,
1652,466,
1653,468,
1654,476,
1655,522,
1656,563,
1657,579,
1658,580,
1659,603,
1660,604,
1661,653,
1662,662,
1663,676,
1664,679,
1665,684,
1666,718,
1667,721,
1668,739,
1669,801,
1670,802,
1671,831,
1672,858,
1673,901,
1674,902,
1675,913,
1676,914,
1677,923,
1678,926,
1679,932,
1680,937,
1681,946,
1682,2318,
1683,2546,
1684,2572,
1685,2591,
1686,2601,
1687,2621,
1688,2673,
1689,2676,
1690,2716,
1691,2720,
1692,2764,
1693,2786,
1694,2812,
1695,2867,
1696,2892,
1697,3046,
1698,3194,
1699,3211,
1700,3214,
1701,3215,
1702,3218,
1703,3223,
1704,3225,
1705,3226,
1706,3254,
1707,3311,
1708,3322,
1709,3331,
1710,3465,
1711,3527,
1712,3657,
1713,3664,
1714,3665,
1715,3680,
1716,3683,
1717,3689,
1718,3845,
1719,3893,
1720,3894,
1721,3959,
1722,3966,
1723,3967,
1724,3968,
1725,3969,
1726,3970,
1727,3971,
1728,3972,
1729,3973,
1730,3974,
1731,3975,
1732,3976,
1733,3977,
1734,3978,
1735,3979,
1736,3980,
1737,3981,
1738,3982,
1739,3983,
1740,3984,
1741,3985,
1742,3986,
1743,3987,
1744,3988,
1745,3989,
1746,3990,
1747,3991,
1748,3992,
1749,3993,
1750,3994,
1751,3995,
1752,3996,
1753,3997,
1754,3998,
1755,3999,
1756,4000,
1757,4001,
1758,4002,
1759,4003,
1760,4004,
1761,4005,
1762,4006,
1763,4007,
1764,4008,
1765,4009,
1766,4010,
1767,4011,
1768,4012,
1769,4013,
1770,4014,
1771,4015,
1772,4016,
1773,4017,
1774,4018,
1775,4019,
1776,4020,
1777,4021,
1778,4022,
1779,4023,
1780,4024,
1781,4025,
1782,4026,
1783,4027,
1784,4028,
1785,4029,
1786,4030,
1787,4031,
1788,4032,
1789,4033,
1790,4034,
1791,4035,
1792,4036,
1793,4037,
1794,4038,
1795,4039,
1796,698,
1797,766,
1798,822,
1799,823,
1800,826,
1801,905,
1802,907,
1803,920,
1804,1040,
1805,2249,
1806,3045,
1807,3377,
1808,3447,
1809,3458,
1810,3506,
1811,3892,
1812,3895,
1813,3896,
1814,3897,
1815,552,
1816,856,
1817,857,
1818,859,
1819,860,
1820,861,
1821,862,
1822,863,
1823,864,
1824,865,
1825,866,
1826,867,
1827,868,
1828,869,
1829,870,
1830,873,
1831,875,
1832,876,
1833,877,
1834,878,
1835,879,
1836,880,
1837,881,
1838,882,
1839,883,
1840,884,
1841,885,
1842,886,
1843,887,
1844,888,
1845,889,
1846,890,
1847,891,
1848,892,
1849,893,
1850,894,
1851,895,
1852,381,
1853,383,
1854,393,
1855,398,
1856,401,
1857,407,
1858,408,
1859,409,
1860,410,
1861,415,
1862,422,
1863,426,
1864,427,
1865,431,
1866,435,
1867,469,
1868,492,
1869,502,
1870,503,
1871,519,
1872,526,
1873,543,
1874,617,
1875,669,
1876,817,
1877,819,
1878,845,
1879,897,
1880,898,
1881,900,
1882,906,
1883,908,
1884,909,
1885,910,
1886,911,
1887,912,
1888,915,
1889,916,
1890,917,
1891,918,
1892,919,
1893,921,
1894,924,
1895,925,
1896,927,
1897,929,
1898,934,
1899,935,
1900,939,
1901,942,
1902,945,
1903,380,
1904,432,
1905,447,
1906,456,
1907,483,
1908,508,
1909,545,
1910,582,
1911,605,
1912,655,
1913,657,
1914,665,
1915,666,
1916,690,
1917,706,
1918,712,
1919,720,
1920,725,
1921,726,
1922,729,
1923,730,
1924,731,
1925,738,
1926,742,
1927,743,
1928,747,
1929,751,
1930,779,
1931,996,
1932,2193,
1933,2194,
1934,2199,
1935,2552,
1936,2560,
1937,2562,
1938,2576,
1939,2580,
1940,2583,
1941,2587,
1942,2594,
1943,2596,
1944,2614,
1945,2617,
1946,2622,
1947,2632,
1948,2633,
1949,2642,
1950,2645,
1951,2648,
1952,2660,
1953,2665,
1954,2674,
1955,2679,
1956,2682,
1957,2695,
1958,2697,
1959,2704,
1960,2714,
1961,2715,
1962,2729,
1963,2735,
1964,2737,
1965,2739,
1966,2740,
1967,2745,
1968,2746,
1969,2747,
1970,2749,
1971,2752,
1972,2753,
1973,2756,
1974,2758,
1975,2767,
1976,2768,
1977,2771,
1978,2772,
1979,2776,
1980,2783,
1981,2784,
1982,2785,
1983,2787,
1984,2789,
1985,2790,
1986,2791,
1987,2792,
1988,2793,
1989,2797,
1990,2801,
1991,2802,
1992,2803,
1993,2804,
1994,2805,
1995,2806,
1996,2807,
1997,2811,
1998,2816,
1999,2817,
2000,2822,
2001,2823,
2002,2824,
2003,2825,
2004,2826,
2005,2827,
2006,2834,
2007,2836,
2008,2837,
2009,2838,
2010,2839,
2011,2840,
2012,2841,
2013,2849,
2014,2854,
2015,2871,
2016,2880,
2017,2888,
2018,2897,
2019,2898,
2020,2907,
2021,2912,
2022,2915,
2023,2926,
2024,3058,
2025,3090,
2026,3190,
2027,3191,
2028,3216,
2029,3222,
2030,3227,
2031,3228,
2032,3269,
2033,3316,
2034,3318,
2035,3321,
2036,3328,
2037,3330,
2038,3339,
2039,3404,
2040,3410,
2041,3436,
2042,3450,
2043,3451,
2044,3475,
2045,3572,
2046,3621,
2047,3626,
2048,3650,
2049,3666,
2050,3668,
2051,3676,
2052,3685,
2053,3693,
2054,3696,
2055,3697,
2056,3700,
2057,3705,
2058,3706,
2059,3714,
2060,3735,
2061,3740,
2062,3774,
2063,3825,
2064,3837,
2065,3921,
2066,3932,
2067,3953,
2068,3965,
2069,4040,
2070,4063,
2071,4107,
2072,4219,
2073,4302,
2074,4305,
2075,4374,
2076,4380,
2077,4398,
2078,4400,
2079,4402,
2080,4418,
2081,4424,
2082,4425,
2083,4434,
2084,4454,
2085,4469,
2086,4476,
2087,4485,
2088,4509,
2089,4521,
2090,4522,
2091,4523,
2092,4524,
2093,4525,
2094,4526,
2095,4527,
2096,4528,
2097,4529,
2098,4530,
2099,4531,
2100,4532,
2101,4533,
2102,4534,
2103,4535,
2104,4536,
2105,4537,
2106,4538,
2107,4539,
2108,4540,
2109,4541,
2110,4542,
2111,4543,
2112,4544,
2113,4545,
2114,4546,
2115,4547,
2116,4548,
2117,4549,
2118,4550,
2119,4551,
2120,4552,
2121,4553,
2122,4554,
2123,4555,
2124,4556,
2125,4557,
2126,4558,
2127,4559,
2128,4560,
2129,4561,
2130,4562,
2131,4563,
2132,4564,
2133,4565,
2134,4566,
2135,4567,
2136,4568,
2137,4569,
2138,4570,
2139,4571,
2140,4572,
2141,4573,
2142,4574,
2143,4575,
2144,4576,
2145,4577,
2146,4578,
2147,4579,
2148,4580,
2149,4581,
2150,4582,
2151,4583,
2152,4584,
2153,4585,
2154,4586,
2155,4587,
2156,4588,
2157,4589,
2158,4590,
2159,4591,
2160,4592,
2161,4593,
2162,4594,
2163,4595,
2164,4596,
2165,4597,
2166,4598,
2167,4599,
2168,4600,
2169,4601,
2170,4602,
2171,4603,
2172,4604,
2173,4605,
2174,4606,
2175,4607,
2176,4608,
2177,4609,
2178,4610,
2179,4611,
2180,4612,
2181,4613,
2182,4614,
2183,4615,
2184,4616,
2185,4617,
2186,4618,
2187,4619,
2188,4620,
2189,4621,
2190,4622,
2191,4623,
2192,4624,
2193,4625,
2194,4626,
2195,4627,
2196,4628,
2197,4629,
2198,4630,
2199,4631,
2200,4632,
2201,4633,
2202,4634,
2203,4635,
2204,4636,
2205,4637,
2206,4638,
2207,4639,
2208,4640,
2209,4641,
2210,4642,
2211,4643,
2212,4644,
2213,4645,
2214,4646,
2215,4647,
2216,4648,
2217,4649,
2218,4650,
2219,4651,
2220,4652,
2221,4653,
2222,4654,
2223,4655,
2224,4656,
2225,4657,
2226,4658,
2227,4659,
2228,4660,
2229,4661,
2230,4662,
2231,4663,
2232,4664,
2233,4665,
2234,4666,
2235,4667,
