0,1,2
1,1176,1
1,1177,2
1,1178,2
1,1179,1
1,1180,1
1,1181,2
1,1182,2
1,1183,2
1,1184,1
1,1185,1
1,1186,2
1,1187,2
1,1188,1
1,1189,1
1,1190,2
1,1191,2
1,1192,2
1,1193,2
1,1194,1
1,1195,1
1,1196,2
1,1197,2
1,1198,2
1,1199,1
1,1200,2
1,1201,1
1,1202,2
1,1203,2
1,1204,2
1,1205,2
1,1206,2
1,1207,2
1,1208,1
1,1209,2
1,1210,2
1,1211,2
1,1212,2
1,1213,2
1,1214,2
1,1215,1
1,1216,2
1,1217,1
1,1218,1
1,1219,1
1,1220,2
1,1221,1
1,1222,1
1,1223,1
1,1224,2
1,1225,2
1,1226,1
1,1227,1
1,1228,1
1,1229,1
1,1230,1
1,1231,1
1,1232,2
1,1233,1
1,1234,1
1,1235,2
1,1236,1
1,1237,2
1,1238,2
1,1239,2
1,1240,1
1,1241,2
1,1242,2
1,1243,2
1,1244,2
1,1245,2
1,1246,1
1,1247,2
1,1248,2
1,1249,2
1,1250,2
1,1251,2
1,1252,1
1,1253,2
1,1254,1
1,1255,2
1,1256,1
1,1257,1
1,1258,2
1,1259,1
1,1260,2
1,1261,2
1,1262,2
1,1263,1
1,1264,2
1,1265,2
1,1266,2
1,1267,2
1,1268,2
1,1269,2
1,1270,2
1,1271,2
1,1272,2
1,1273,2
1,1274,2
1,1275,1
1,1276,2
1,1277,2
1,1278,2
1,1279,2
1,1280,2
1,1281,2
1,1282,1
1,1283,2
1,1284,1
1,1285,2
1,1286,2
1,1287,1
1,1288,2
1,1289,2
1,1290,1
1,1291,2
1,1292,2
1,1293,2
1,1294,2
1,1295,2
1,1296,1
1,1297,2
1,1298,1
1,1299,2
1,1300,2
1,1301,1
1,1302,2
1,1303,2
1,1304,2
1,1305,2
1,1306,2
1,1307,1
1,1308,2
1,1309,1
1,1310,1
1,1311,1
1,1312,1
1,1313,2
1,1314,1
1,1315,2
1,1316,2
1,1317,1
1,1318,1
1,1319,2
1,1320,2
1,1321,1
1,1322,2
1,1323,1
1,1324,2
1,1325,2
1,1326,2
1,1327,2
1,1328,1
1,1329,1
1,1330,1
1,1331,2
1,1332,1
1,1333,2
1,1334,1
1,1335,2
1,1336,2
1,1337,2
1,1338,1
1,1339,1
1,1340,1
1,1341,2
1,1342,2
1,1343,2
1,1344,1
1,1345,1
1,1346,1
1,1347,2
1,1348,2
1,1349,1
1,1350,2
1,1351,2
1,1352,1
1,1353,2
1,1354,1
1,1355,2
1,1356,2
1,1357,2
1,1358,2
1,1359,2
1,1360,2
1,1361,2
1,1362,1
1,1363,2
1,1364,2
1,1365,1
1,1366,2
1,1367,1
1,1368,2
1,1369,2
1,1370,1
1,1371,2
1,1372,1
1,1373,1
1,1374,2
1,1375,1
1,1376,2
1,1377,1
1,1378,2
1,1379,1
1,1380,2
1,1381,2
1,1382,2
1,1383,2
1,1384,2
1,1385,1
1,1386,2
1,1387,2
1,1388,2
1,1389,2
1,1390,1
1,1391,1
1,1392,2
1,1393,1
1,1394,2
1,1395,2
1,1396,2
1,1397,1
1,1398,2
1,1399,2
1,1400,2
1,1401,2
1,1402,2
1,1403,1
1,1404,2
1,1405,2
1,1406,2
1,1407,2
1,1408,2
1,1409,1
1,1410,2
1,1411,1
1,1412,1
1,1413,2
1,1414,1
1,1415,2
1,1416,1
1,1417,2
1,1418,1
1,1419,1
1,1420,1
1,1421,2
1,1422,1
1,1423,1
1,1424,2
1,1425,2
1,1426,1
1,1427,1
1,1428,1
1,1429,2
1,1430,2
1,1431,2
1,1432,2
1,1433,1
1,1434,1
1,1435,2
1,1436,2
1,1437,2
1,1438,1
1,1439,1
1,1440,1
1,1441,2
1,1442,1
1,1443,2
1,1444,2
1,1445,2
1,1446,2
1,1447,2
1,1448,2
1,1449,1
1,1450,1
1,1451,1
1,1452,1
1,1453,2
1,1454,1
1,1455,2
1,1456,1
1,1457,2
1,1458,2
1,1459,1
1,1460,2
1,1461,2
1,1462,1
1,1463,2
1,1464,2
1,1465,1
1,1466,2
1,1467,2
1,1468,2
1,1469,2
1,1470,1
1,1471,1
1,1472,2
1,1473,2
1,1474,1
1,1475,1
1,1476,1
1,1477,1
1,1478,1
1,1479,1
1,1480,2
1,1481,2
1,1482,1
1,1483,2
1,1484,2
1,1485,1
1,1486,2
1,1487,2
1,1488,2
1,1489,1
1,1490,1
1,1491,2
1,1492,2
1,1493,2
1,1494,1
1,1495,2
1,1496,2
1,1497,1
1,1498,2
1,1499,1
1,1500,1
1,1501,1
1,1502,2
1,1503,1
1,1504,1
1,1505,2
1,1506,2
1,1507,2
1,1508,2
1,1509,2
1,1510,1
1,1511,1
1,1512,2
1,1513,2
1,1514,2
1,1515,2
1,1516,2
1,1517,2
1,1518,2
1,1519,2
1,1520,2
1,1521,2
1,1522,1
1,1523,2
1,1524,2
1,1525,2
1,1526,2
1,1527,2
1,1528,2
1,1529,1
1,1530,1
1,1531,1
1,1532,2
1,1533,2
1,1534,1
1,1535,2
1,1536,2
1,1537,1
1,1538,1
1,1539,2
1,1540,1
1,1541,2
1,1542,1
1,1543,1
1,1544,1
1,1545,1
1,1546,1
1,1547,2
1,1548,1
1,1549,2
1,1550,2
1,1551,1
1,1552,2
1,1553,1
1,1554,1
1,1555,2
1,1556,1
1,1557,2
1,1558,1
1,1559,2
1,1560,2
1,1561,1
1,1562,2
1,1563,2
1,1564,1
1,1565,2
1,1566,2
1,1567,2
1,1568,2
1,1569,1
1,1570,2
1,1571,1
1,1572,1
1,1573,1
1,1574,1
1,1575,1
1,1576,2
1,1577,2
1,1578,2
1,1579,2
1,1580,2
1,1581,1
1,1582,2
1,1583,2
1,1584,1
1,1585,1
1,1586,1
1,1587,2
1,1588,2
1,1589,2
1,1590,2
1,1591,2
1,1592,1
1,1593,1
1,1594,2
1,1595,2
1,1596,1
1,1597,1
1,1598,1
1,1599,2
1,1600,1
1,1601,2
1,1602,1
1,1603,1
1,1604,1
1,1605,1
1,1606,1
1,1607,1
1,1608,1
1,1609,1
1,1610,2
1,1611,1
1,1612,1
1,1613,1
1,1614,1
1,1615,1
1,1616,1
1,1617,1
1,1618,1
1,1619,1
1,1620,1
1,1621,1
1,1622,1
1,1623,1
1,1624,1
1,1625,1
1,1626,1
1,1627,1
1,1628,1
1,1629,1
1,1630,1
1,1631,1
1,1632,1
1,1633,1
1,1634,1
1,1635,1
1,1636,1
1,1637,1
1,1638,1
1,1639,1
1,1640,1
1,1641,1
1,1642,1
1,1643,1
1,1644,1
2,3,2
2,4,1
2,5,2
2,6,2
2,7,1
2,8,1
2,9,2
2,15,1
2,16,2
2,20,1
2,21,1
2,22,1
2,24,1
2,26,2
2,28,2
2,31,2
2,35,1
2,38,1
2,41,2
2,47,1
2,48,1
2,49,1
2,51,2
2,56,2
2,57,2
2,60,1
2,61,1
2,63,2
2,65,1
2,67,1
2,85,2
2,86,1
2,92,2
2,93,2
2,100,2
2,101,1
2,126,2
2,131,1
2,133,2
2,134,2
2,138,2
2,148,2
2,171,1
2,173,2
2,180,2
2,183,2
2,196,1
2,197,2
2,199,1
2,209,1
2,217,1
2,222,1
2,242,2
2,243,1
2,247,1
2,248,1
2,251,1
2,269,1
2,367,1
2,377,1
2,1645,1
2,382,2
2,384,2
2,1646,1
2,389,1
2,1647,1
2,1648,1
2,1649,1
2,1650,1
2,1651,1
2,1652,1
2,1653,2
2,1654,1
2,1655,1
2,401,2
2,402,1
2,1656,1
2,1657,2
2,1658,1
2,1659,1
2,1660,1
2,432,2
2,1661,1
2,1662,1
2,1663,1
2,1664,1
2,1665,1
2,461,1
2,1666,1
2,1667,1
2,1668,1
2,1669,1
2,1670,1
2,1671,1
2,1672,1
2,496,2
2,497,2
2,498,2
2,499,2
2,1673,1
2,1674,2
2,500,2
2,1675,1
2,1676,1
2,502,2
2,1677,1
2,1678,1
2,503,2
2,504,2
2,1679,1
2,507,2
2,1680,1
2,508,2
2,509,2
2,510,1
2,511,2
2,1681,1
2,543,2
2,584,2
2,586,2
2,591,1
2,592,2
2,627,2
2,665,2
2,668,1
2,673,1
2,726,1
2,749,1
2,750,2
2,755,2
2,759,1
2,763,2
2,806,2
2,930,2
2,933,1
2,945,2
2,953,2
2,973,2
2,1019,1
2,1048,2
2,1087,2
2,1090,2
2,1094,1
2,1103,2
2,1104,2
2,1109,2
2,1120,1
2,1127,1
2,1160,2
2,1167,2
2,1170,2
2,1177,2
2,1194,1
2,1209,2
2,1230,1
2,1241,2
2,1247,2
2,1253,2
2,1278,2
2,1346,1
2,1392,2
2,1430,2
2,1432,2
2,1536,2
2,1541,2
2,1561,1
2,1573,1
2,1583,2
2,1584,1
2,1618,1
2,1682,1
2,1683,1
2,1684,1
2,1685,1
2,1686,1
2,1687,1
2,1688,1
2,1689,1
2,1690,1
2,1691,1
2,1692,1
2,1693,1
2,1694,1
2,1695,1
2,1696,1
2,1697,1
2,1698,1
2,1699,1
2,1700,1
2,1701,1
2,1702,1
2,1703,1
2,1704,1
2,1705,1
2,1706,2
2,1707,1
2,1708,1
2,1709,1
2,1710,1
2,1711,1
2,1712,1
2,1713,1
2,1714,1
2,1715,1
2,1716,1
2,1717,1
2,1718,1
2,1719,1
2,1720,1
2,1721,1
2,1722,1
2,1723,1
2,1724,1
2,1725,1
2,1726,1
2,1727,1
2,1728,1
2,1729,1
2,1730,1
2,1731,1
2,1732,1
2,1733,1
2,1734,1
2,1735,1
2,1736,1
2,1737,1
2,1738,1
2,1739,1
2,1740,1
2,1741,1
2,1742,1
2,1743,1
2,1744,1
2,1745,1
2,1746,1
2,1747,1
2,1748,1
2,1749,1
2,1750,1
2,1751,1
2,1752,1
2,1753,1
2,1754,1
2,1755,1
2,1756,1
2,1757,1
2,1758,1
2,1759,1
2,1760,1
2,1761,1
2,1762,1
2,1763,1
2,1764,1
2,1765,1
2,1766,1
2,1767,1
2,1768,1
2,1769,1
2,1770,1
2,1771,1
2,1772,1
2,1773,1
2,1774,1
2,1775,1
2,1776,1
2,1777,1
2,1778,1
2,1779,1
2,1780,1
2,1781,1
2,1782,1
2,1783,1
2,1784,1
2,1785,1
2,1786,1
2,1787,1
2,1788,1
2,1789,1
2,1790,1
2,1791,1
2,1792,1
2,1793,1
2,1794,1
2,1795,1
3,4,1
3,5,2
3,6,2
3,7,1
3,8,1
3,9,2
3,12,2
3,16,2
3,19,2
3,20,1
3,21,1
3,22,1
3,24,1
3,26,2
3,27,1
3,28,2
3,31,2
3,33,1
3,38,1
3,41,2
3,45,1
3,47,1
3,48,1
3,49,1
3,50,1
3,51,2
3,52,1
3,53,2
3,56,2
3,60,1
3,63,2
3,65,1
3,67,1
3,85,2
3,86,1
3,92,2
3,100,2
3,101,1
3,105,1
3,131,1
3,135,2
3,138,2
3,148,2
3,173,2
3,176,2
3,180,2
3,183,2
3,196,1
3,199,1
3,209,1
3,217,1
3,224,2
3,242,2
3,248,1
3,301,2
3,338,1
3,382,2
3,387,1
3,1653,2
3,1654,1
3,401,2
3,1656,1
3,1657,2
3,421,1
3,432,2
3,1661,1
3,1662,1
3,1796,1
3,461,1
3,1797,1
3,1669,1
3,1798,1
