Label,anomalous,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
1563,0,33,0.306818,0.025701,0.324931,0.002851,1,0.722222,0.769231,0.230769,0.153846
947,0,30,0.397701,0.023364,0.31699,0.002318,1,0.764706,0.564103,0.435897,0.230769
1373,0,33,0.418561,0.025701,0.307612,0.002326,1,0.284672,0.307692,0.692308,0.153846
203,0,33,0.1875,0.025701,0.313514,0.015886,1,0.376238,0.342105,0.657895,0.131579
643,0,32,0.227823,0.024922,0.303823,0.008464,1,0.248322,0.405405,0.594595,0.135135
1065,0,32,0.266129,0.024922,0.337935,0.01041,1,0.387755,0.5,0.5,0.157895
1169,0,35,0.278992,0.027259,0.321362,0.007468,1,0.299213,0.473684,0.526316,0.078947
1703,0,30,0.358621,0.023364,0.311496,0.0034,1,4.222222,0.763158,0.236842,0.210526
1727,0,31,0.387097,0.024143,0.31328,0.002411,1,3.454545,0.736842,0.263158,0.184211
164,0,29,0.152709,0.022586,0.28279,0.004828,1,0.925,0.513514,0.486486,0.216216
977,0,27,0.393162,0.021028,0.296589,0.001522,1,0.349057,0.594595,0.405405,0.27027
1157,0,29,0.376847,0.022586,0.300342,0.002308,1,0.804348,0.297297,0.702703,0.216216
238,0,29,0.23399,0.022586,0.295059,0.015572,1,1.028571,0.444444,0.555556,0.194444
1598,0,24,0.528986,0.018692,0.313202,0.001586,1,0.765957,0.666667,0.333333,0.333333
1637,0,31,0.227957,0.024143,0.334343,0.006952,1,0.352941,0.361111,0.638889,0.138889
319,0,26,0.575385,0.020249,0.288628,0.000276,1,0.196629,0.457143,0.542857,0.257143
747,0,32,0.15121,0.024922,0.30552,0.00716,1,0.113269,0.742857,0.257143,0.085714
1284,0,25,0.343333,0.01947,0.311265,0.001824,1,0.59322,0.4,0.6,0.285714
1408,0,31,0.202151,0.024143,0.289425,0.005073,1,0.138889,0.314286,0.685714,0.114286
1541,0,27,0.444444,0.021028,0.316431,0.001523,1,3.5,0.342857,0.657143,0.228571
258,0,28,0.214286,0.021807,0.304632,0.008642,1,0.140496,0.441176,0.558824,0.176471
313,0,28,0.460317,0.021807,0.302072,0.002875,1,0.114094,0.323529,0.676471,0.176471
741,0,29,0.248768,0.022586,0.332575,0.005462,1,1.36,0.411765,0.588235,0.147059
1211,0,29,0.285714,0.022586,0.29375,0.003173,1,0.772727,0.205882,0.794118,0.147059
1617,0,32,0.241935,0.024922,0.338845,0.00749,1,0.309091,0.529412,0.470588,0.058824
1626,0,29,0.172414,0.022586,0.305076,0.004748,1,0.140496,0.264706,0.735294,0.147059
669,0,23,0.395257,0.017913,0.297924,0.002656,1,0.478261,0.454545,0.545455,0.30303
693,0,29,0.157635,0.022586,0.30478,0.013247,1,3.3,0.424242,0.575758,0.121212
736,0,25,0.483333,0.01947,0.320952,0.001375,1,0.1875,0.424242,0.575758,0.242424
1271,0,31,0.137634,0.024143,0.339485,0.012927,1,0.761905,0.5625,0.4375,0.03125
1293,0,28,0.240741,0.021807,0.298986,0.007367,1,0.207547,0.545455,0.454545,0.151515
1551,0,25,0.443333,0.01947,0.305446,0.001108,1,0.634615,0.69697,0.30303,0.242424
1640,0,28,0.238095,0.021807,0.32376,0.009503,1,0.375,0.30303,0.69697,0.151515
386,0,25,0.306667,0.01947,0.308971,0.001982,1,0.150235,0.46875,0.53125,0.21875
588,0,28,0.296296,0.021807,0.265485,0.002551,1,3.2,0.6875,0.3125,0.125
811,0,25,0.166667,0.01947,0.307311,0.006635,1,0.457143,0.65625,0.34375,0.21875
1015,0,24,0.376812,0.018692,0.260645,0.001643,1,0.10356,0.5625,0.4375,0.25
1171,0,27,0.495726,0.021028,0.281147,0.000532,1,0.235294,0.28125,0.71875,0.15625
1553,0,23,0.537549,0.017913,0.311959,0.00229,1,0.463768,0.46875,0.53125,0.28125
228,0,27,0.205128,0.021028,0.294506,0.01061,1,0.17341,0.4,0.6,0.1
243,0,26,0.187692,0.020249,0.328322,0.019334,1,0.885714,0.516129,0.483871,0.16129
831,0,23,0.343874,0.017913,0.295822,0.001251,1,0.939394,0.677419,0.322581,0.258065
1594,0,25,0.246667,0.01947,0.329181,0.004565,1,0.688889,0.612903,0.387097,0.193548
1631,0,25,0.486667,0.01947,0.299484,0.0009,1,0.187879,0.548387,0.451613,0.193548
377,0,24,0.474638,0.018692,0.29729,0.000872,1,0.265487,0.366667,0.633333,0.2
409,0,26,0.270769,0.020249,0.284645,0.005934,1,0.147783,0.5,0.5,0.133333
818,0,25,0.273333,0.01947,0.286264,0.003434,1,0.163043,0.366667,0.633333,0.166667
1159,0,25,0.243333,0.01947,0.318918,0.003264,1,0.119522,0.3,0.7,0.166667
1168,0,24,0.413043,0.018692,0.309047,0.003129,1,0.133929,0.5,0.5,0.2
1250,0,29,0.125616,0.022586,0.331873,0.011765,1,0.483333,1,0,0
1609,0,25,0.103333,0.01947,0.321362,0.006475,1,0.75,0.333333,0.666667,0.166667
142,0,24,0.217391,0.018692,0.291099,0.001732,1,0.081921,0.241379,0.758621,0.172414
595,0,24,0.293478,0.018692,0.331436,0.003702,1,0.086053,0.586207,0.413793,0.172414
603,0,25,0.38,0.01947,0.304559,0.000606,1,1.705882,0.344828,0.655172,0.137931
649,0,23,0.249012,0.017913,0.31779,0.006846,1,5.8,0.482759,0.517241,0.206897
948,0,29,0.23399,0.022586,0.305966,0.006078,1,0.446154,1,0,0
1024,0,24,0.351449,0.018692,0.265653,0.002986,1,0.278846,0.37931,0.62069,0.172414
1030,0,23,0.426877,0.017913,0.304117,0.002366,1,0.608696,0.571429,0.428571,0.178571
1569,0,25,0.206667,0.01947,0.307612,0.002987,1,2.071429,0.586207,0.413793,0.137931
1584,0,23,0.545455,0.017913,0.284388,0.000335,1,0.239669,0.586207,0.413793,0.206897
1615,0,25,0.583333,0.01947,0.288166,0.000574,1,0.39726,0.241379,0.758621,0.137931
314,0,24,0.126812,0.018692,0.288298,0.016084,0,6.75,0.407407,0.592593,0.111111
707,0,20,0.405263,0.015576,0.297712,0.003402,1,0.666667,0.428571,0.571429,0.285714
733,0,23,0.304348,0.017913,0.29927,0.001179,1,0.21875,0.607143,0.392857,0.178571
758,0,24,0.275362,0.018692,0.311111,0.009648,1,0.7,0.321429,0.678571,0.142857
1423,0,23,0.335968,0.017913,0.280145,0.00047,1,0.102564,0.357143,0.642857,0.178571
1491,0,24,0.195652,0.018692,0.284838,0.002987,1,0.509091,0.535714,0.464286,0.142857
1685,0,22,0.181818,0.017134,0.276027,0.003188,1,7,0.321429,0.678571,0.214286
63,0,25,0.403333,0.01947,0.313749,0.000563,1,0.176471,0.148148,0.851852,0.074074
201,0,23,0.233202,0.017913,0.285614,0.006017,1,0.325301,0.666667,0.333333,0.148148
214,0,22,0.333333,0.017134,0.301349,0.001912,1,0.210938,0.296296,0.703704,0.185185
310,0,15,0.095238,0.011682,0.305002,0.00242,1,0.239437,0.411765,0.588235,0.117647
563,0,20,0.284211,0.015576,0.309351,0.004547,0,0.589744,0.826087,0.173913,0.130435
1261,0,23,0.181818,0.017913,0.294575,0.005562,0,0.156977,0.296296,0.703704,0.148148
1439,0,21,0.57619,0.016355,0.298065,0.00032,1,0.257143,0.518519,0.481481,0.222222
1451,0,23,0.371542,0.017913,0.265597,0.002189,1,0.159763,0.814815,0.185185,0.148148
1622,0,23,0.185771,0.017913,0.306488,0.005899,1,0.595238,0.68,0.32,0.08
415,0,23,0.181818,0.017913,0.306637,0.010216,1,0.240741,0.576923,0.423077,0.115385
497,0,19,0.491228,0.014798,0.30229,0.000554,1,0.184397,0.653846,0.346154,0.269231
537,0,22,0.155844,0.017134,0.33976,0.007669,1,0.702703,0.653846,0.346154,0.153846
1368,0,20,0.305263,0.015576,0.306264,0.00331,1,0.317073,0.307692,0.692308,0.230769
1509,0,24,0.264493,0.018692,0.287114,0.003153,1,0.590909,0.192308,0.807692,0.076923
1540,0,24,0.289855,0.018692,0.293613,0.002478,1,0.866667,0.461538,0.538462,0.076923
183,0,20,0.247368,0.015576,0.250076,0.001908,1,0.245098,0.28,0.72,0.2
237,0,19,0.181287,0.014798,0.298206,0.003145,1,1.086957,0.32,0.68,0.24
659,0,24,0.141304,0.018692,0.334432,0.010626,1,0.119617,0.04,0.96,0.04
1032,0,20,0.410526,0.015576,0.246935,0.000388,1,0.416667,0.76,0.24,0.2
1035,0,21,0.252381,0.016355,0.270159,0.000667,1,4.166667,0.8,0.2,0.16
1095,0,23,0.256917,0.017913,0.288166,0.001626,1,0.471698,0.16,0.84,0.08
1186,0,21,0.342857,0.016355,0.273269,0.004224,1,2.083333,0.32,0.68,0.16
1214,0,20,0.273684,0.015576,0.258237,0.003899,1,0.242718,0.4,0.6,0.2
1232,0,24,0.217391,0.018692,0.291369,0.003027,1,0.233645,0.96,0.04,0.04
1554,0,24,0.315217,0.018692,0.277305,0.003199,1,0.571429,1,0,0
1655,0,23,0.173913,0.017913,0.320054,0.009564,1,6.25,0.52,0.48,0.08
383,0,22,0.359307,0.017134,0.30229,0.002079,1,1.6,0.291667,0.708333,0.083333
533,0,20,0.242105,0.015576,0.288562,0.007159,1,0.151899,0.25,0.75,0.166667
535,0,21,0.390476,0.016355,0.292317,0.000624,1,0.113208,0.291667,0.708333,0.125
593,0,19,0.444444,0.014798,0.262384,0.005182,1,0.177778,0.458333,0.541667,0.208333
609,0,21,0.361905,0.016355,0.24444,0.000716,1,0.275862,0.25,0.75,0.125
634,0,22,0.134199,0.017134,0.265709,0.00275,1,0.107623,0.541667,0.458333,0.083333
746,0,21,0.385714,0.016355,0.302145,0.000807,1,0.857143,0.833333,0.166667,0.125
845,0,17,0.272059,0.01324,0.293202,0.002924,1,0.173913,0.375,0.625,0.291667
891,0,23,0.177866,0.017913,0.318837,0.009517,1,0.100437,0.26087,0.73913,0
971,0,15,0.742857,0.011682,0.289692,0.000033,1,0.186047,0.541667,0.458333,0.375
985,0,22,0.233766,0.017134,0.305817,0.006344,1,0.103448,0.208333,0.791667,0.083333
1044,0,21,0.390476,0.016355,0.302872,0.002043,1,0.167832,0.25,0.75,0.125
1046,0,22,0.21645,0.017134,0.291234,0.001932,1,0.96,0.541667,0.458333,0.083333
1102,0,20,0.084211,0.015576,0.296449,0.027725,0,0.96,0.416667,0.583333,0.166667
1364,0,19,0.362573,0.014798,0.292725,0.001033,1,0.146497,0.347826,0.652174,0.173913
1749,0,22,0.151515,0.017134,0.312191,0.003325,1,0.242424,0.291667,0.708333,0.083333
9,0,21,0.114286,0.016355,0.284838,0.010383,0,2.555556,0.086957,0.913043,0.086957
122,0,22,0.177489,0.017134,0.288232,0.006331,1,0.110577,0.913043,0.086957,0.043478
269,0,20,0.468421,0.015576,0.250974,0.000241,1,1.642857,0.826087,0.173913,0.130435
303,0,21,0.190476,0.016355,0.285485,0.002746,1,0.534884,0.565217,0.434783,0.086957
324,0,20,0.252632,0.015576,0.304706,0.001999,1,1,0.26087,0.73913,0.130435
438,0,21,0.1,0.016355,0.297924,0.006079,1,0.109453,0.909091,0.090909,0.045455
456,0,16,0.291667,0.012461,0.257392,0.002398,1,2.3,0.521739,0.478261,0.304348
478,0,22,0.255411,0.017134,0.290562,0.002346,1,0.403509,0.173913,0.826087,0.043478
857,0,20,0.431579,0.015576,0.290427,0.000206,1,1,0.695652,0.304348,0.130435
941,0,21,0.347619,0.016355,0.293476,0.000155,1,0.063536,0.304348,0.695652,0.086957
978,0,21,0.380952,0.016355,0.324931,0.001549,1,0.328571,0.521739,0.478261,0.086957
1127,0,19,0.181287,0.014798,0.284452,0.005939,0,0.293333,0.454545,0.545455,0.136364
1245,0,21,0.190476,0.016355,0.315955,0.002377,1,0.328571,0.347826,0.652174,0.086957
1512,0,23,0.114625,0.017913,0.291707,0.007189,0,0.306667,0.043478,0.956522,0
1692,0,22,0.5671,0.017134,0.278656,0.000145,1,0.201754,0.043478,0.956522,0.043478
76,0,21,0.238095,0.016355,0.291572,0.005149,1,0.127168,0.227273,0.772727,0.045455
163,0,22,0.207792,0.017134,0.267006,0.005666,1,3.666667,0,1,0
353,0,18,0.405229,0.014019,0.314769,0.001986,1,0.205607,0.5,0.5,0.181818
510,0,19,0.28655,0.014798,0.307837,0.013485,1,2,0.318182,0.681818,0.136364
597,0,18,0.366013,0.014019,0.248152,0.000877,1,0.042969,0.181818,0.818182,0.181818
964,0,18,0.490196,0.014019,0.30106,0.0019,1,0.078853,0.454545,0.545455,0.181818
1346,0,19,0.245614,0.014798,0.281398,0.002449,1,3.666667,0.272727,0.727273,0.136364
1480,0,18,0.555556,0.014019,0.293682,0.000244,1,0.196429,0.681818,0.318182,0.181818
1560,0,20,0.310526,0.015576,0.268316,0.001417,1,0.160584,0.590909,0.409091,0.090909
1579,0,19,0.087719,0.014798,0.270682,0.029082,0,0.846154,0.545455,0.454545,0.136364
1660,0,19,0.403509,0.014798,0.30331,0.000568,1,0.594595,0.454545,0.545455,0.136364
368,0,17,0.419118,0.01324,0.299057,0.001695,1,0.077778,0.238095,0.761905,0.190476
464,0,17,0.551471,0.01324,0.309961,0.000395,1,0.6,0.428571,0.571429,0.190476
657,0,20,0.115789,0.015576,0.334788,0.015266,1,0.169355,0.571429,0.428571,0.047619
950,0,20,0.231579,0.015576,0.273032,0.001441,1,0.230769,0.047619,0.952381,0.047619
968,0,21,0.390476,0.016355,0.259302,0.002192,1,1,0,1,0
1256,0,20,0.142105,0.015576,0.267631,0.012879,1,0.954545,0.142857,0.857143,0.047619
1259,0,17,0.426471,0.01324,0.306264,0.001504,1,0.333333,0.666667,0.333333,0.190476
1468,0,18,0.320261,0.014019,0.276817,0.000573,1,0.118644,0.380952,0.619048,0.142857
1476,0,19,0.461988,0.014798,0.30027,0.00049,1,0.117978,0.666667,0.333333,0.095238
1720,0,19,0.274854,0.014798,0.278903,0.001453,1,0.173554,0.904762,0.095238,0.095238
11,0,19,0.210526,0.014798,0.272559,0.001008,1,0.25974,0.05,0.95,0.05
40,0,18,0.385621,0.014019,0.294852,0.000308,1,0.30303,0.2,0.8,0.1
208,0,15,0.647619,0.011682,0.30552,0.000081,1,0.088496,0.3,0.7,0.25
279,0,18,0.48366,0.014019,0.286656,0.000216,1,0.833333,0.3,0.7,0.1
435,0,14,0.571429,0.010903,0.296869,0.000171,1,0.196078,0.4,0.6,0.3
512,0,14,0.43956,0.010903,0.295197,0.000081,1,2.222222,0.3,0.7,0.3
560,0,15,0.361905,0.011682,0.287639,0.00076,1,0.121019,0.315789,0.684211,0.210526
666,0,18,0.27451,0.014019,0.32038,0.002211,1,0.135135,0.15,0.85,0.1
790,0,17,0.198529,0.01324,0.304928,0.00227,1,2.5,0.5,0.5,0.15
825,0,19,0.157895,0.014798,0.267973,0.004055,1,0.47619,0.25,0.75,0.05
917,0,10,0.155556,0.007788,0.301133,0.004632,0,0.059701,0.333333,0.666667,0.166667
922,0,18,0.346405,0.014019,0.288496,0.000278,1,0.09434,0.85,0.15,0.1
926,0,20,0.394737,0.015576,0.306787,0.004177,1,0.689655,1,0,0
986,0,19,0.263158,0.014798,0.305372,0.003773,1,0.512821,0.05,0.95,0.05
989,0,17,0.375,0.01324,0.287376,0.000363,1,0.083682,0.35,0.65,0.15
1061,0,17,0.323529,0.01324,0.270624,0.001034,1,0.146154,0.789474,0.210526,0.105263
1197,0,19,0.239766,0.014798,0.273329,0.002397,1,0.06993,0.55,0.45,0.05
1239,0,13,0.179487,0.010125,0.276027,0.004564,1,0.408163,0.5,0.5,0.35
1330,0,20,0.215789,0.015576,0.303457,0.003776,1,0.833333,0.85,0.15,0
1354,0,15,0.409524,0.011682,0.291978,0.001564,1,0.266667,0.65,0.35,0.25
1367,0,16,0.641667,0.012461,0.242135,0.000051,1,2.857143,0.55,0.45,0.2
1412,0,15,0.266667,0.011682,0.272914,0.001781,1,0.606061,0.25,0.75,0.25
1430,0,17,0.294118,0.01324,0.26599,0.001379,0,0.44186,0.526316,0.473684,0.105263
1562,0,17,0.205882,0.01324,0.285291,0.000809,1,0.188119,0.578947,0.421053,0.105263
1638,0,19,0.339181,0.014798,0.304264,0.001736,1,0.099502,0.25,0.75,0.05
222,0,16,0.425,0.012461,0.298135,0.000336,1,0.475,0.631579,0.368421,0.157895
288,0,19,0.403509,0.014798,0.298631,0.000194,1,0.121019,0.315789,0.684211,0
485,0,16,0.158333,0.012461,0.257445,0.002534,1,0.24359,0.473684,0.526316,0.157895
547,0,12,0.333333,0.009346,0.229168,0.00157,1,0.22093,0.578947,0.421053,0.368421
753,0,14,0.527473,0.010903,0.275664,0.000147,1,0.159664,0.578947,0.421053,0.263158
946,0,17,0.367647,0.01324,0.305446,0.004271,1,0.131944,0.368421,0.631579,0.105263
959,0,14,0.593407,0.010903,0.291978,0.000219,1,0.150794,0.526316,0.473684,0.263158
988,0,17,0.316176,0.01324,0.311882,0.001868,1,0.184466,0.842105,0.157895,0.105263
1082,0,19,0.152047,0.014798,0.257129,0.003539,0,0.387755,0.052632,0.947368,0
1233,0,14,0.230769,0.010903,0.267916,0.000996,1,0.082251,0.578947,0.421053,0.263158
1304,0,17,0.242647,0.01324,0.316591,0.00221,1,0.088785,0.631579,0.368421,0.105263
1361,0,16,0.325,0.012461,0.261077,0.000532,1,0.575758,0.263158,0.736842,0.157895
1500,0,14,0.373626,0.010903,0.28077,0.000318,1,0.092233,0.315789,0.684211,0.263158
1591,0,10,0.066667,0.007788,0.292317,0.003693,1,0.144444,0.615385,0.384615,0.230769
1730,0,17,0.176471,0.01324,0.29375,0.006613,0,0.310345,0.833333,0.166667,0.055556
