Label,anomalous,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
372,1,146,0.051771,0.076923,0.432871,0.015372,1,2.034483,0.487288,0.512712,0.381356
395,1,5,,0.002634,0.318423,0.000007,1,0.005963,0.428571,0.571429,0.285714
400,1,227,0.008811,0.1196,0.445131,0.059931,1,3.433333,0.297735,0.702265,0.265372
414,1,5,,0.002634,0.323447,0.000005,1,0.008993,0.4,0.6,0
426,1,1,,0.000527,0.224259,0,1,0.004158,0.5,0.5,0.5
427,1,2,,0.001054,0.289311,0.00105,1,0.012698,0.5,0.5,0.5
437,1,48,0.045213,0.02529,0.391209,0.003803,1,0.043307,0.872727,0.127273,0.127273
441,1,6,,0.003161,0.340806,0.000049,1,0.005307,0.714286,0.285714,0.142857
464,1,7,,0.003688,0.349392,0.000037,1,0.020408,1,0,0
475,1,88,0.067921,0.046365,0.432375,0.00878,1,0.121294,0.592593,0.407407,0.348148
497,1,11,,0.005796,0.330822,0.000083,1,0.216216,0.5,0.5,0.3125
523,1,101,0.026931,0.053214,0.422874,0.031161,1,0.717277,0.357664,0.642336,0.262774
598,1,123,0.071305,0.064805,0.447986,0.015897,1,1.488372,0.598958,0.401042,0.359375
622,1,5,,0.002634,0.318908,0.000274,1,0.009732,0.375,0.625,0.375
638,1,169,0.040082,0.089041,0.450339,0.029015,1,1.057851,0.464844,0.535156,0.339844
657,1,6,,0.003161,0.321572,0.000348,1,0.008761,0.857143,0.142857,0.142857
681,1,49,0.119048,0.025817,0.398904,0.00218,1,0.086728,0.378788,0.621212,0.257576
704,1,113,0.030025,0.059536,0.418929,0.016458,1,0.142081,0.356688,0.643312,0.280255
705,1,8,,0.004215,0.30672,0.001059,1,0.010858,0.2,0.8,0.2
713,1,161,0.02764,0.084826,0.44035,0.030572,1,1.97561,0.390947,0.609053,0.337449
747,1,5,,0.002634,0.318477,0.0011,1,0.05042,0.666667,0.333333,0.166667
816,1,8,,0.004215,0.333809,0.00014,1,0.010959,1,0,0
839,1,6,,0.003161,0.334282,0.000038,1,0.023346,1,0,0
840,1,93,0.045115,0.048999,0.420611,0.007597,1,0.152954,0.62069,0.37931,0.358621
871,1,78,0.034299,0.041096,0.389754,0.005402,1,0.129032,0.184783,0.815217,0.152174
886,1,10,,0.005269,0.358218,0.000235,1,0.015957,0.833333,0.166667,0.166667
898,1,6,,0.003161,0.33152,0.000152,1,0.009535,0.75,0.25,0.25
923,1,6,,0.003161,0.324616,0.000031,1,0.010638,0.6,0.4,0.4
953,1,7,,0.003688,0.31961,0.000039,1,0.009874,0.454545,0.545455,0.363636
985,1,5,,0.002634,0.317886,0.000254,1,0.011364,0.571429,0.428571,0.285714
999,1,7,,0.003688,0.33316,0.000048,1,0.030075,0.5,0.5,0.416667
1009,1,8,,0.004215,0.316128,0.000032,1,0.030952,0.384615,0.615385,0.384615
1040,1,5,,0.002634,0.32037,0.000034,1,0.007217,0.555556,0.444444,0.444444
1064,1,6,,0.003161,0.315969,0.000017,1,0.007743,0.142857,0.857143,0.142857
1145,1,2,,0.001054,0.322286,0.00105,1,0.002326,1,0,0
1175,1,5,,0.002634,0.328117,0.000012,1,0.012069,0.571429,0.428571,0.285714
1189,1,99,0.049474,0.05216,0.417169,0.010234,1,1.649485,0.44375,0.55625,0.38125
1239,1,5,,0.002634,0.326923,0.000019,1,0.004039,0.6,0.4,0
1258,1,1,,0.000527,0.239829,0,1,0.002451,0.5,0.5,0.5
1261,1,5,,0.002634,0.33316,0.000029,1,0.007075,0.833333,0.166667,0.166667
1281,1,117,0.063808,0.061644,0.434166,0.016431,1,0.347458,0.390244,0.609756,0.286585
1283,1,152,0.051325,0.080084,0.434567,0.02093,1,0.446465,0.434389,0.565611,0.312217
1314,1,5,,0.002634,0.314809,0.000017,1,0.033654,0.571429,0.428571,0.285714
1333,1,1,,0.000527,0.243577,0,1,0.002183,0,1,0
1353,1,5,,0.002634,0.339273,0.000022,1,0.017327,0.714286,0.285714,0.285714
1376,1,5,,0.002634,0.328575,0.000013,1,0.009662,0.833333,0.166667,0.166667
1425,1,7,,0.003688,0.326188,0.00003,1,0.01715,0.538462,0.461538,0.461538
1431,1,6,,0.003161,0.333455,0.000039,1,0.021077,0.555556,0.444444,0.333333
1438,1,7,,0.003688,0.326866,0.00002,1,0.019438,0.444444,0.555556,0.222222
1452,1,5,,0.002634,0.332807,0.00007,1,0.010204,0.571429,0.428571,0.285714
1467,1,5,,0.002634,0.339823,0.00004,1,0.008929,0.714286,0.285714,0.285714
1500,1,6,,0.003161,0.326188,0.000194,1,0.018242,0.545455,0.454545,0.454545
1522,1,17,,0.008957,0.33836,0.001214,1,0.056112,0.392857,0.607143,0.392857
1539,1,69,0.005541,0.036354,0.369663,0.005269,1,0.07533,0.1875,0.8125,0.1375
1543,1,99,0.013399,0.05216,0.403686,0.016744,1,0.776536,0.294964,0.705036,0.28777
1578,1,8,,0.004215,0.344667,0.000273,1,0.01169,0.545455,0.454545,0.272727
1588,1,5,,0.002634,0.320207,0.000022,1,0.205128,0.5,0.5,0.375
1596,1,2,,0.001054,0.234055,0.00105,1,0.014493,0,1,0
1598,1,93,0.045115,0.048999,0.414966,0.011301,1,0.251748,0.166667,0.833333,0.138889
1607,1,1,,0.000527,0.189569,0,1,0.004762,1,0,0
1618,1,5,,0.002634,0.328747,0.000146,1,0.00651,1,0,0
1624,1,89,0.037283,0.046891,0.411795,0.013718,1,0.219048,0.459627,0.540373,0.447205
1676,1,9,,0.004742,0.321407,0.000143,1,0.013877,0.5625,0.4375,0.4375
1713,1,110,0.023353,0.057956,0.408494,0.011862,1,0.302326,0.406593,0.593407,0.395604
1716,1,7,,0.003688,0.311945,0.000043,1,0.019164,0.454545,0.545455,0.363636
1723,1,1,,0.000527,0.28589,0,1,0.029412,0.5,0.5,0.5
1775,1,5,,0.002634,0.328289,0.000081,1,0.009634,0.5,0.5,0.5
1788,1,5,,0.002634,0.317726,0.000031,1,0.010239,0.833333,0.166667,0.166667
1800,1,2,,0.001054,0.293133,0.0021,1,0.00319,0.5,0.5,0.5
1801,1,2,,0.001054,0.226603,0.00105,1,0.009524,0.5,0.5,0.5
1802,1,1,,0.000527,0.18465,0,1,0.001336,0.5,0.5,0.5
1808,1,5,,0.002634,0.323502,0.00009,1,0.090909,0.625,0.375,0.375
1847,1,5,,0.002634,0.301281,0.000022,1,0.02193,1,0,0
1852,1,6,,0.003161,0.317138,0.000036,1,0.045455,0.5,0.5,0.5
1881,1,5,,0.002634,0.283783,0.000016,1,0.011848,0.5,0.5,0.5
1,0,35,0.09916,0.01844,0.379404,0.006431,1,0.242678,0.431034,0.568966,0.396552
2,0,5,0.2,0.002634,0.343662,0.001092,1,0.023923,1,0,0
4,0,1,,0.000527,0.315177,0,1,0.004878,1,0,0
5,0,1,,0.000527,0.255593,0,1,0.011111,0,1,0
6,0,65,0.070192,0.034247,0.383026,0.004095,1,0.140299,0.521277,0.478723,0.308511
7,0,5,0.1,0.002634,0.320153,0.000019,1,0.037037,1,0,0
8,0,64,0.056548,0.03372,0.413964,0.006188,1,1,0.688889,0.311111,0.288889
11,0,3,,0.001581,0.345425,0.000019,1,0.009464,1,0,0
13,0,3,,0.001581,0.340744,0.000008,1,0.004178,1,0,0
14,0,3,,0.001581,0.342663,0.000027,1,0.006608,1,0,0
15,0,4,0.333333,0.002107,0.354648,0.000043,1,0.0067,1,0,0
16,0,1,,0.000527,0.315652,0,1,0.001681,1,0,0
17,0,2,1,0.001054,0.334994,0,1,0.010101,1,0,0
18,0,2,,0.001054,0.323891,0.000014,1,0.004963,1,0,0
19,0,110,0.012844,0.057956,0.392512,0.020329,1,0.190476,0.204545,0.795455,0.166667
20,0,7,0.047619,0.003688,0.354915,0.002064,1,0.022039,0.75,0.25,0.125
21,0,2,,0.001054,0.263742,0.000007,1,0.028169,1,0,0
22,0,3,,0.001581,0.324393,0.000059,1,0.003567,1,0,0
23,0,2,,0.001054,0.30752,0.000001,1,0.00183,1,0,0
24,0,1,,0.000527,0.315652,0,1,0.002421,1,0,0
25,0,3,,0.001581,0.276583,0.000082,1,0.014423,0.666667,0.333333,0
26,0,22,0.121212,0.011591,0.375776,0.001013,1,0.051805,0.545455,0.454545,0.333333
27,0,51,0.069804,0.02687,0.401794,0.005245,1,0.087824,0.454545,0.545455,0.420455
28,0,1,,0.000527,0.286411,0,1,0.007463,1,0,0
29,0,21,0.014286,0.011064,0.349392,0.001887,1,0.054674,0.419355,0.580645,0.322581
30,0,16,0.15,0.00843,0.352198,0.001315,1,0.03118,0.535714,0.464286,0.428571
31,0,1,,0.000527,0.260284,0,1,0.003185,1,0,0
33,0,3,0.333333,0.001581,0.341299,0.000003,1,0.02459,1,0,0
34,0,57,0.045113,0.030032,0.390399,0.002345,1,1.283333,0.519481,0.480519,0.25974
35,0,2,,0.001054,0.302441,0,1,0.018018,1,0,0
37,0,1,,0.000527,0.297292,0,1,0.001429,1,0,0
39,0,7,0.047619,0.003688,0.343037,0.000052,1,0.019553,1,0,0
40,0,2,,0.001054,0.330706,0.000006,1,0.002119,1,0,0
43,0,3,0.666667,0.001581,0.327946,0.000013,1,0.005051,0.75,0.25,0.25
44,0,73,0.054795,0.038462,0.414783,0.014745,1,0.077572,0.271739,0.728261,0.206522
45,0,1,,0.000527,0.292951,0,1,0.001957,1,0,0
46,0,5,0.1,0.002634,0.321407,0.000051,1,0.010799,0.8,0.2,0
48,0,53,0.036284,0.027924,0.384823,0.001948,1,0.306273,0.578313,0.421687,0.361446
49,0,1,,0.000527,0.315652,0,1,0.002959,1,0,0
50,0,48,0.091312,0.02529,0.385295,0.00147,1,0.100894,0.56962,0.43038,0.392405
51,0,53,0.016691,0.027924,0.378035,0.003355,1,0.31405,0.434211,0.565789,0.302632
52,0,49,0.046769,0.025817,0.412064,0.004162,1,0.127273,0.597403,0.402597,0.363636
54,0,4,,0.002107,0.302053,0.000066,1,0.007032,0.6,0.4,0.2
55,0,2,,0.001054,0.304491,0.000003,1,0.008264,1,0,0
56,0,17,0.132353,0.008957,0.374433,0.002578,1,0.03202,0.538462,0.461538,0.346154
57,0,7,0.047619,0.003688,0.327775,0.000028,1,0.012077,0.4,0.6,0.3
58,0,28,0.113757,0.014752,0.395061,0.001291,1,0.13913,0.875,0.125,0.125
59,0,18,0.078431,0.009484,0.371922,0.001015,1,0.034351,1,0,0
60,0,22,0.229437,0.011591,0.378035,0.000346,1,0.081585,0.571429,0.428571,0.371429
61,0,22,0.060606,0.011591,0.382715,0.00243,1,0.805556,0.758621,0.241379,0.241379
62,0,56,0.097403,0.029505,0.398314,0.00313,1,0.195929,0.467532,0.532468,0.272727
64,0,5,0.2,0.002634,0.359379,0.000104,1,0.011364,1,0,0
66,0,4,0.5,0.002107,0.338786,0.000003,1,0.024876,0.8,0.2,0.2
68,0,40,0.091026,0.021075,0.392921,0.001045,1,0.095023,0.507937,0.492063,0.365079
69,0,52,0.023379,0.027397,0.386796,0.002748,1,0.129268,0.264151,0.735849,0.018868
70,0,17,0.022059,0.008957,0.358422,0.000324,1,0.04888,0.416667,0.583333,0.291667
71,0,2,,0.001054,0.30356,0.000001,1,0.005639,0.333333,0.666667,0.333333
72,0,77,0.084074,0.040569,0.428349,0.01007,1,0.533865,0.559701,0.440299,0.425373
73,0,36,0.112698,0.018967,0.384509,0.000997,1,0.095624,0.525424,0.474576,0.389831
74,0,60,0.038418,0.031612,0.38799,0.003345,1,0.461957,0.494118,0.505882,0.294118
75,0,12,0.090909,0.006322,0.348682,0.000108,1,0.888889,0.6875,0.3125,0.25
77,0,1,,0.000527,0.322452,0,1,0.055556,1,0,0
78,0,9,0.027778,0.004742,0.343287,0.001235,1,0.010514,0.888889,0.111111,0
79,0,17,0.058824,0.008957,0.3431,0.000101,1,0.023283,0.45,0.55,0.15
80,0,15,0.247619,0.007903,0.363255,0.00011,1,0.035503,0.583333,0.416667,0.375
81,0,12,0.106061,0.006322,0.375402,0.000704,1,0.015228,0.8,0.2,0.2
82,0,3,,0.001581,0.334401,0.000025,1,0.002542,1,0,0
83,0,13,0.064103,0.006849,0.347077,0.000083,1,0.019663,0.142857,0.857143,0.071429
84,0,22,0.082251,0.011591,0.368291,0.000729,1,2.727273,0.5,0.5,0.266667
85,0,24,0.061594,0.012645,0.378795,0.000996,1,0.146919,0.677419,0.322581,0.225806
86,0,10,0.022222,0.005269,0.357336,0.00013,1,0.017323,0.909091,0.090909,0.090909
87,0,13,0.038462,0.006849,0.349069,0.000087,1,0.029412,0.421053,0.578947,0.315789
88,0,34,0.16221,0.017914,0.407348,0.002913,1,0.177866,0.733333,0.266667,0.244444
89,0,2,1,0.001054,0.310712,0,1,0.003344,1,0,0
90,0,30,0.135632,0.015806,0.394978,0.000861,1,0.058824,0.613636,0.386364,0.318182
91,0,4,,0.002107,0.289001,0.000009,1,0.00625,0.2,0.8,0.2
92,0,3,,0.001581,0.307019,0.000061,1,0.015544,1,0,0
93,0,6,0.4,0.003161,0.344164,0.000037,1,0.263158,0.5,0.5,0.4
94,0,7,0.095238,0.003688,0.31999,0.001125,1,0.020367,0.5,0.5,0.3
95,0,90,0.012484,0.047418,0.384118,0.011528,1,0.195266,0.393939,0.606061,0.318182
96,0,22,0.051948,0.011591,0.375402,0.002224,1,0.038917,0.347826,0.652174,0.043478
97,0,75,0.058018,0.039515,0.420236,0.005701,1,0.169466,0.648649,0.351351,0.324324
98,0,9,0.277778,0.004742,0.36034,0.000043,1,0.026764,0.818182,0.181818,0.181818
99,0,17,0.095588,0.008957,0.36103,0.000574,1,0.030223,0.608696,0.391304,0.26087
100,0,3,0.666667,0.001581,0.297761,0.000001,1,0.003082,0.75,0.25,0.25
101,0,49,0.072279,0.025817,0.405421,0.004326,1,0.257812,0.651515,0.348485,0.257576
102,0,21,0.138095,0.011064,0.361583,0.000232,1,0.262295,0.65625,0.34375,0.34375
106,0,2,,0.001054,0.300513,0.00001,1,0.02459,0.666667,0.333333,0.333333
107,0,1,,0.000527,0.322176,0,1,0.002169,1,0,0
108,0,3,,0.001581,0.316552,0.000009,1,0.003021,1,0,0
109,0,24,0.126812,0.012645,0.384745,0.001092,1,0.254098,0.774194,0.225806,0.225806
110,0,2,,0.001054,0.323114,0.000002,1,0.008571,0.666667,0.333333,0.333333
111,0,3,,0.001581,0.312203,0.000048,1,0.014706,0.666667,0.333333,0
112,0,4,0.166667,0.002107,0.318477,0.000041,1,0.010178,1,0,0
113,0,1,,0.000527,0.297292,0,1,0.001012,1,0,0
114,0,10,0.088889,0.005269,0.364801,0.00014,1,0.174419,0.4,0.6,0.333333
115,0,4,0.166667,0.002107,0.310865,0.000021,1,0.024845,1,0,0
116,0,2,,0.001054,0.298232,0.000008,1,0.012422,1,0,0
117,0,2,1,0.001054,0.328289,0,1,0.04,1,0,0
118,0,22,0.147186,0.011591,0.372657,0.000684,1,0.028008,0.37037,0.62963,0.185185
119,0,14,0.076923,0.007376,0.347846,0.000104,1,0.063545,0.578947,0.421053,0.263158
120,0,12,0.090909,0.006322,0.356391,0.000207,1,0.021964,0.705882,0.294118,0.294118
121,0,10,0.133333,0.005269,0.35931,0.000143,1,0.014423,0.6,0.4,0.333333
123,0,5,0.2,0.002634,0.336669,0.000078,1,0.16129,1,0,0
124,0,43,0.03433,0.022655,0.370826,0.00103,1,0.093617,0.545455,0.454545,0.348485
125,0,5,0.2,0.002634,0.338057,0.000161,1,0.012367,0.571429,0.428571,0.285714
126,0,4,,0.002107,0.289756,0.000014,1,0.009662,1,0,0
127,0,25,0.106667,0.013172,0.385926,0.000528,1,0.311475,0.526316,0.473684,0.342105
129,0,5,0.4,0.002634,0.34429,0.00001,1,0.040984,0.8,0.2,0
130,0,1,,0.000527,0.322452,0,1,0.002336,1,0,0
131,0,33,0.049242,0.017387,0.365862,0.002646,1,0.053968,0.411765,0.588235,0.352941
132,0,31,0.167742,0.016333,0.400004,0.001584,1,0.062176,0.604167,0.395833,0.354167
133,0,3,,0.001581,0.30893,0.000004,1,0.008772,0.5,0.5,0.25
134,0,6,0.133333,0.003161,0.354115,0.000033,1,0.022161,0.75,0.25,0.25
135,0,20,0.084211,0.010537,0.38799,0.001729,1,0.033413,0.714286,0.285714,0.285714
136,0,3,,0.001581,0.325569,0.000004,1,0.010949,1,0,0
137,0,3,,0.001581,0.302489,0.000068,1,0.013333,0.666667,0.333333,0
138,0,2,,0.001054,0.289978,0.000014,1,0.016807,1,0,0
139,0,1,,0.000527,0.281664,0,1,0.001215,1,0,0
140,0,21,0.109524,0.011064,0.369663,0.000436,1,14,0.5,0.5,0.25
141,0,5,0.1,0.002634,0.335531,0.000122,1,2.5,1,0,0
142,0,34,0.158645,0.017914,0.395475,0.002644,1,2.391304,0.527273,0.472727,0.381818
143,0,33,0.047348,0.017387,0.380629,0.001615,1,0.418182,0.326087,0.673913,0.282609
145,0,24,0.036232,0.012645,0.352066,0.000334,1,0.035921,0.258065,0.741935,0.225806
146,0,10,0.2,0.005269,0.346249,0.000091,1,0.017264,0.307692,0.692308,0.230769
147,0,10,0.155556,0.005269,0.331171,0.000041,1,0.028571,0.636364,0.363636,0.090909
148,0,3,0.333333,0.001581,0.327604,0.000003,1,0.003713,1,0,0
149,0,17,0.176471,0.008957,0.376301,0.001312,1,0.045351,0.85,0.15,0.15
150,0,1,,0.000527,0.315652,0,1,0.005236,1,0,0
151,0,10,0.066667,0.005269,0.358559,0.001434,1,0.050473,0.5,0.5,0.375
152,0,15,0.07619,0.007903,0.369373,0.000223,1,0.228261,0.619048,0.380952,0.285714
153,0,1,,0.000527,0.315652,0,1,0.003247,1,0,0
154,0,19,0.093567,0.010011,0.378947,0.000654,1,0.024343,0.76,0.24,0.24
155,0,21,0.157143,0.011064,0.38404,0.00037,1,0.079903,0.606061,0.393939,0.363636
156,0,2,,0.001054,0.320588,0.000004,1,0.00542,1,0,0
157,0,6,0.066667,0.003161,0.349198,0.000059,1,0.011696,1,0,0
158,0,4,,0.002107,0.334578,0.000477,1,0.129032,1,0,0
159,0,1,,0.000527,0.27485,0,1,0.010204,1,0,0
160,0,10,0.044444,0.005269,0.340867,0.001087,1,0.043011,0.375,0.625,0.375
161,0,13,0.128205,0.006849,0.342726,0.0003,1,0.017424,0.478261,0.521739,0.434783
162,0,7,0.380952,0.003688,0.317298,0.000022,1,0.011009,0.583333,0.416667,0.416667
163,0,19,0.122807,0.010011,0.369953,0.000238,1,0.053254,0.481481,0.518519,0.296296
164,0,10,0.222222,0.005269,0.344478,0.001115,1,0.011461,0.583333,0.416667,0.166667
165,0,3,,0.001581,0.345425,0.000019,1,0.044776,1,0,0
166,0,7,0.047619,0.003688,0.348682,0.000114,1,0.008475,0.875,0.125,0.125
167,0,6,0.066667,0.003161,0.320861,0.000106,1,0.25,0.666667,0.333333,0.333333
168,0,12,0.030303,0.006322,0.35979,0.000206,1,0.021419,0.75,0.25,0.25
169,0,1,,0.000527,0.306919,0,1,0.001653,1,0,0
170,0,1,,0.000527,0.272231,0,1,0.166667,1,0,0
171,0,1,,0.000527,0.272231,0,1,0.004167,0.5,0.5,0.5
172,0,36,0.071429,0.018967,0.386005,0.005101,1,0.059752,0.490566,0.509434,0.320755
173,0,15,0.142857,0.007903,0.38404,0.00019,1,0.205607,0.636364,0.363636,0.318182
174,0,16,0.075,0.00843,0.368651,0.000204,1,0.0721,0.608696,0.391304,0.304348
175,0,41,0.059756,0.021602,0.399326,0.002694,1,0.049348,0.754717,0.245283,0.226415
177,0,14,0.10989,0.007376,0.370899,0.000306,1,1.727273,0.736842,0.263158,0.263158
178,0,1,,0.000527,0.256044,0,1,0.001724,1,0,0
179,0,2,1,0.001054,0.322727,0,1,0.002181,1,0,0
180,0,10,0.266667,0.005269,0.362905,0.000136,1,0.03912,0.5625,0.4375,0.375
181,0,26,0.064615,0.013699,0.366573,0.000395,1,2.277778,0.463415,0.536585,0.365854
182,0,3,,0.001581,0.322672,0.000015,1,0.008798,1,0,0
183,0,16,0.066667,0.00843,0.359242,0.001504,1,0.050661,0.434783,0.565217,0.304348
184,0,17,0.279412,0.008957,0.375551,0.000179,1,0.043876,0.708333,0.291667,0.291667
185,0,15,0.247619,0.007903,0.382404,0.000429,1,0.030875,0.666667,0.333333,0.166667
186,0,3,0.333333,0.001581,0.309742,0.000282,1,0.015326,0.75,0.25,0.25
187,0,3,,0.001581,0.272428,0.001055,1,0.007519,0.25,0.75,0.25
188,0,4,0.166667,0.002107,0.343475,0.000016,1,0.5,1,0,0
189,0,36,0.034921,0.018967,0.371703,0.001263,1,0.104784,0.217391,0.782609,0.217391
190,0,9,0.25,0.004742,0.359927,0.000087,1,0.008993,0.8,0.2,0.1
191,0,52,0.042986,0.027397,0.36959,0.001946,1,0.116618,0.5625,0.4375,0.35
192,0,4,0.166667,0.002107,0.334164,0.00004,1,0.045977,1,0,0
193,0,59,0.018703,0.031085,0.381014,0.0043,1,0.311258,0.414894,0.585106,0.37234
195,0,3,,0.001581,0.322893,0.000007,1,0.003352,1,0,0
196,0,1,,0.000527,0.299226,0,1,0.001328,1,0,0
197,0,1,,0.000527,0.299226,0,1,0.001029,1,0,0
198,0,10,0.2,0.005269,0.350041,0.000429,1,0.036946,0.533333,0.466667,0.333333
199,0,66,0.055478,0.034773,0.402823,0.00605,1,0.16804,0.421569,0.578431,0.352941
200,0,1,,0.000527,0.299226,0,1,0.002353,1,0,0
201,0,13,0.051282,0.006849,0.337815,0.000149,1,0.352941,0.555556,0.444444,0.277778
202,0,3,0.333333,0.001581,0.317458,0.000008,1,0.003021,1,0,0
203,0,5,0.1,0.002634,0.340252,0.000059,1,0.010782,0.625,0.375,0.375
204,0,82,0.033725,0.043203,0.40516,0.007193,1,0.476852,0.242718,0.757282,0.203883
205,0,2,,0.001054,0.290604,0.000006,1,0.003221,0.5,0.5,0
206,0,1,,0.000527,0.307319,0,1,0.074074,0.5,0.5,0.5
207,0,1,,0.000527,0.307319,0,1,0.004464,1,0,0
208,0,1,,0.000527,0.28825,0,1,0.001218,1,0,0
209,0,34,0.139037,0.017914,0.397308,0.001152,1,0.123786,0.54902,0.45098,0.333333
210,0,2,,0.001054,0.317886,0.000001,1,0.002574,1,0,0
211,0,30,0.112644,0.015806,0.379786,0.003184,1,0.046738,0.416667,0.583333,0.375
213,0,1,,0.000527,0.27505,0,1,0.001684,1,0,0
214,0,44,0.028541,0.023182,0.372805,0.001605,1,0.060143,0.355932,0.644068,0.254237
215,0,8,0.107143,0.004215,0.354182,0.000061,1,0.021277,0.727273,0.272727,0.272727
216,0,3,0.333333,0.001581,0.335889,0.000009,1,0.036145,1,0,0
217,0,1,,0.000527,0.299226,0,1,0.000996,1,0,0
218,0,1,,0.000527,0.299226,0,1,0.001795,1,0,0
219,0,9,0.083333,0.004742,0.347205,0.000113,1,0.047445,0.461538,0.538462,0.307692
220,0,46,0.058937,0.024236,0.395724,0.002003,1,0.194842,0.397059,0.602941,0.323529
221,0,23,0.067194,0.012118,0.380092,0.002028,1,0.038126,0.657143,0.342857,0.342857
222,0,7,0.238095,0.003688,0.345046,0.000034,1,0.011923,0.875,0.125,0.125
223,0,4,0.166667,0.002107,0.333396,0.000038,1,0.003172,1,0,0
224,0,35,0.07563,0.01844,0.386717,0.002132,1,0.072011,0.566038,0.433962,0.339623
225,0,4,,0.002107,0.327718,0.000026,1,0.027273,0.333333,0.666667,0.333333
226,0,4,0.166667,0.002107,0.321353,0.000028,1,0.005708,0.8,0.2,0.2
227,0,3,,0.001581,0.307119,0.000007,1,0.007533,0.25,0.75,0.25
228,0,32,0.090726,0.01686,0.383727,0.000936,1,0.076797,0.510638,0.489362,0.319149
231,0,1,,0.000527,0.272743,0,1,0.00122,1,0,0
232,0,3,0.333333,0.001581,0.304049,0.000006,1,0.002863,0.666667,0.333333,0
233,0,29,0.073892,0.015279,0.386717,0.001461,1,0.060453,0.583333,0.416667,0.395833
234,0,34,0.060606,0.017914,0.37743,0.001881,1,0.076923,0.446429,0.553571,0.392857
235,0,5,0.2,0.002634,0.336309,0.000121,1,0.625,0.4,0.6,0
236,0,29,0.150246,0.015279,0.382172,0.000884,1,0.042957,0.674419,0.325581,0.325581
237,0,5,0.4,0.002634,0.346695,0.000008,1,0.014467,0.5,0.5,0.375
238,0,3,,0.001581,0.318692,0.000091,1,0.002609,1,0,0
239,0,11,0.090909,0.005796,0.334994,0.000068,1,0.02952,0.5625,0.4375,0.3125
240,0,1,,0.000527,0.298279,0,1,0.000913,1,0,0
241,0,6,0.133333,0.003161,0.329436,0.000046,1,0.045714,0.75,0.25,0.25
