Label,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
68,11,0.472727,0.096491,0.391753,0.010757,1,0.22449,0.272727,0.727273,0
69,11,0.236364,0.096491,0.422222,0.024139,1,0.171875,0.545455,0.454545,0
70,11,0.363636,0.096491,0.404255,0.01519,1,0.215686,0.363636,0.636364,0
71,10,0.444444,0.087719,0.391753,0.012567,1,0.212766,0.2,0.8,0
72,11,0.381818,0.096491,0.410072,0.016295,1,0.203704,0.454545,0.545455,0
73,11,0.527273,0.096491,0.385135,0.008117,1,0.22449,0.545455,0.454545,0
74,11,0.381818,0.096491,0.4,0.01017,1,0.207547,0.272727,0.727273,0
75,10,0.422222,0.087719,0.397213,0.011681,1,0.2,0.5,0.5,0
76,11,0.418182,0.096491,0.378738,0.005947,1,0.268293,0.272727,0.727273,0
77,11,0.472727,0.096491,0.391753,0.011901,1,0.211538,0.454545,0.545455,0
78,11,0.527273,0.096491,0.366559,0.005523,1,0.289474,0.181818,0.818182,0
79,11,0.472727,0.096491,0.391753,0.008171,1,0.229167,0.363636,0.636364,0
80,11,0.181818,0.096491,0.435115,0.029161,1,0.157143,0.727273,0.272727,0
81,11,0.363636,0.096491,0.405694,0.01151,1,0.207547,0.454545,0.545455,0
82,11,0.145455,0.096491,0.422222,0.033533,1,0.164179,0.272727,0.727273,0
83,11,0.563636,0.096491,0.394464,0.006637,1,0.22449,0.363636,0.636364,0
84,11,0.381818,0.096491,0.385135,0.007433,1,0.255814,0.181818,0.818182,0
85,9,0.361111,0.078947,0.393103,0.008034,1,0.191489,0.111111,0.888889,0
86,11,0.363636,0.096491,0.410072,0.012378,1,0.186441,0.363636,0.636364,0
87,11,0.345455,0.096491,0.408602,0.0142,1,0.2,0.363636,0.636364,0
88,12,0.454545,0.105263,0.430189,0.020079,1,0.181818,0.333333,0.666667,0
89,11,0.509091,0.096491,0.404255,0.017157,1,0.203704,0.363636,0.636364,0
90,9,0.333333,0.078947,0.391753,0.00862,1,0.183673,0,1,0
91,11,0.363636,0.096491,0.416058,0.016539,1,0.186441,0.272727,0.727273,0
92,11,0.327273,0.096491,0.423792,0.023836,1,0.174603,0.181818,0.818182,0
93,10,0.511111,0.087719,0.408602,0.013953,1,0.185185,0.1,0.9,0
94,10,0.6,0.087719,0.391753,0.005317,1,0.217391,0.1,0.9,0
95,10,0.444444,0.087719,0.385135,0.006927,1,0.212766,0.1,0.9,0
96,10,0.422222,0.087719,0.376238,0.00694,1,0.25,0.2,0.8,0
97,8,0.214286,0.070175,0.395833,0.010385,1,0.156863,0.25,0.75,0
98,11,0.363636,0.096491,0.387755,0.01414,1,0.22,0.181818,0.818182,0
99,10,0.422222,0.087719,0.376238,0.009063,1,0.217391,0.1,0.9,0
100,11,0.4,0.096491,0.402827,0.011781,1,0.196429,0.090909,0.909091,0
101,10,0.466667,0.087719,0.404255,0.018287,1,0.192308,0,1,0
102,10,0.422222,0.087719,0.401408,0.015927,1,0.2,0.2,0.8,0
103,10,0.622222,0.087719,0.390411,0.013536,1,0.212766,0.2,0.8,0
104,12,0.363636,0.105263,0.422222,0.018819,1,0.193548,0.083333,0.916667,0
105,10,0.666667,0.087719,0.386441,0.004372,1,0.222222,0.1,0.9,0
106,11,0.4,0.096491,0.426966,0.020498,1,0.169231,0,1,0
107,10,0.422222,0.087719,0.398601,0.010361,1,0.196078,0,1,0
108,10,0.577778,0.087719,0.354037,0.003002,1,0.285714,0.1,0.9,0
109,11,0.527273,0.096491,0.391753,0.008957,1,0.244444,0,1,0
110,11,0.509091,0.096491,0.413043,0.01437,1,0.192982,0.090909,0.909091,0
111,11,0.472727,0.096491,0.38255,0.007516,1,0.23913,0,1,0
112,10,0.288889,0.087719,0.395833,0.011582,1,0.2,0,1,0
113,10,0.444444,0.087719,0.377483,0.006498,1,0.25,0,1,0
114,11,0.545455,0.096491,0.413043,0.010246,1,0.192982,0,1,0
