Label,neighbor,clustering,degree,closeness,betweenness,community,density,in,out,bi
72,0.029851,0.5,0.030075,0.235935,0.011453,1,0.368421,0.571429,0.428571,0.428571
857,0.037313,0.1,0.037594,0.235021,0.033919,1,0.186047,0.375,0.625,0.375
80,0.037313,0.3,0.037594,0.230992,0.016495,1,1.8,0.555556,0.444444,0.444444
120,0.029851,0.666667,0.030075,0.235477,0.006503,1,0.368421,0.571429,0.428571,0.428571
285,0.037313,0.5,0.037594,0.244005,0.009258,1,0.5625,0.444444,0.555556,0.444444
468,0.052239,0.333333,0.052632,0.244497,0.060909,1,3.25,0.461538,0.538462,0.461538
85,0.067164,0.222222,0.067669,0.301668,0.096687,1,0.48,0.416667,0.583333,0.25
190,0.029851,0.666667,0.030075,0.278144,0.010993,1,0.275862,0.5,0.5,0.5
213,0.022388,1,0.022556,0.247491,0,1,0.277778,0.6,0.4,0.4
214,0.037313,0.5,0.037594,0.286016,0.024701,1,0.533333,0.625,0.375,0.375
603,0.052239,0.428571,0.052632,0.276243,0.027126,1,0.333333,0.454545,0.545455,0.363636
605,0.059701,0.214286,0.06015,0.271299,0.05715,1,0.428571,0.583333,0.416667,0.333333
92,0.022388,0.666667,0.022556,0.220092,0.006245,1,1.666667,0.6,0.4,0.4
845,0.044776,0.333333,0.045113,0.206594,0.010835,1,0.478261,0.454545,0.545455,0.454545
119,0.059701,0.571429,0.06015,0.232319,0.005652,1,0.341463,0.571429,0.428571,0.428571
122,0.052239,0.52381,0.052632,0.226674,0.056921,1,0.458333,0.545455,0.454545,0.363636
343,0.029851,0.333333,0.030075,0.229679,0.029785,1,0.269231,0.571429,0.428571,0.428571
364,0.044776,0.466667,0.045113,0.246987,0.02445,1,0.458333,0.545455,0.454545,0.454545
265,0.067164,0.611111,0.067669,0.251078,0.002634,1,0.410256,0.4375,0.5625,0.4375
465,0.029851,0.166667,0.030075,0.249016,0.016379,0,0.259259,0.571429,0.428571,0.428571
587,0.052239,0.952381,0.052632,0.262491,0.000204,1,0.272727,0.583333,0.416667,0.416667
488,0.029851,0.5,0.030075,0.239193,0.006165,1,0.24,0.5,0.5,0.333333
255,0.014925,,0.015038,0.185146,0.042379,0,0.12,0.666667,0.333333,0.333333
124,0.014925,1,0.015038,0.015038,0,0,1.333333,0.5,0.5,0.5
471,0.014925,1,0.015038,0.015038,0,0,0.8,0.5,0.5,0.5
970,0.014925,1,0.015038,0.015038,0,0,0.666667,0.5,0.5,0.5
248,0.029851,0.166667,0.030075,0.244005,0.047341,0,0.333333,0.4,0.6,0.2
325,0.052239,0.809524,0.052632,0.250559,0.004854,1,0.541667,0.461538,0.538462,0.461538
491,0.044776,0.466667,0.045113,0.240616,0.013229,1,0.222222,0.5,0.5,0.25
622,0.067164,0.583333,0.067669,0.268893,0.017382,1,0.517241,0.466667,0.533333,0.4
960,0.037313,0.8,0.037594,0.237786,0.001293,1,0.28,0.714286,0.285714,0.285714
134,0.029851,0.666667,0.030075,0.253704,0.005942,1,1,0.571429,0.428571,0.428571
388,0.067164,0.5,0.067669,0.25968,0.015213,1,0.65,0.384615,0.615385,0.307692
184,0.037313,0.7,0.037594,0.236857,0.00033,1,0.727273,0.625,0.375,0.375
38,0.022388,0.333333,0.022556,0.217721,0.001166,1,0.157895,1,0,0
201,0.074627,0.355556,0.075188,0.271299,0.034842,1,0.666667,0.333333,0.666667,0.166667
452,0.08209,0.381818,0.082707,0.300175,0.101162,1,1.625,0.615385,0.384615,0.153846
634,0.067164,0.638889,0.067669,0.268298,0.004297,1,1.090909,0.75,0.25,0.25
642,0.08209,0.381818,0.082707,0.267116,0.038866,1,2.5,0.533333,0.466667,0.266667
691,0.104478,0.362637,0.105263,0.305468,0.163731,1,0.793103,0.565217,0.434783,0.391304
694,0.037313,0.2,0.037594,0.24014,0.043578,0,0.269231,0.714286,0.285714,0.285714
753,0.029851,0.5,0.030075,0.224992,0.000407,1,0.285714,0.666667,0.333333,0.333333
869,0.074627,0.622222,0.075188,0.271299,0.004562,1,0.411765,0.714286,0.285714,0.285714
156,0.007463,,0.007519,0.192188,0,0,0.25,0,1,0
159,0.014925,,0.015038,0.209811,0.000228,1,0.066667,0,1,0
165,0.007463,,0.007519,0.158317,0,1,0.057143,0.5,0.5,0.5
498,0.014925,,0.015038,0.189485,0.014354,1,0.129032,0.5,0.5,0.5
1332,0.052239,0.333333,0.052632,0.267706,0.026032,1,0.433333,0.538462,0.461538,0.461538
200,0.029851,0.166667,0.030075,0.208011,0.029771,0,0.230769,0.666667,0.333333,0.333333
480,0.014925,1,0.015038,0.171286,0,0,0.086957,0.5,0.5,0.5
245,0.074627,0.266667,0.075188,0.264783,0.04728,1,0.8,0.5625,0.4375,0.375
211,0.022388,1,0.022556,0.196549,0,1,0.285714,0.5,0.5,0.5
242,0.022388,1,0.022556,0.196549,0,1,0.333333,0.5,0.5,0.5
219,0.029851,1,0.030075,0.220492,0,1,0.166667,0.8,0.2,0.2
222,0.022388,0.333333,0.022556,0.226251,0.0272,1,1.2,0.5,0.5,0.5
867,0.014925,1,0.015038,0.202794,0,1,0.121212,0.5,0.5,0.5
232,0.022388,0.333333,0.022556,0.252647,0.026793,1,0.190476,0.5,0.5,0.25
798,0.037313,0.3,0.037594,0.252122,0.028909,1,0.26087,0.666667,0.333333,0.166667
959,0.044776,0.866667,0.045113,0.233213,0.00114,1,0.846154,0.454545,0.545455,0.454545
564,0.022388,0.666667,0.022556,0.213129,0.002882,0,0.238095,0.6,0.4,0.4
275,0.022388,0.333333,0.022556,0.156076,0.02848,0,0.222222,0.5,0.5,0.5
312,0.014925,1,0.015038,0.134446,0,0,0.666667,0.5,0.5,0.5
612,0.014925,1,0.015038,0.134446,0,0,0.125,0.5,0.5,0.5
769,0.067164,0.611111,0.067669,0.261924,0.016472,1,0.276596,0.307692,0.692308,0.307692
366,0.007463,,0.007519,0.010025,0,0,0.071429,0.5,0.5,0.5
974,0.014925,,0.015038,0.015038,0.000114,0,0.129032,0.5,0.5,0.5
486,0.014925,1,0.015038,0.216942,0,0,0.307692,0.5,0.5,0.5
531,0.022388,0.333333,0.022556,0.248505,0.014784,0,0.285714,0.5,0.5,0.5
771,0.014925,1,0.015038,0.171286,0,0,0.157895,0.333333,0.666667,0.333333
520,0.029851,1,0.030075,0.220492,0,1,2.333333,0.428571,0.571429,0.428571
576,0.029851,1,0.030075,0.220492,0,1,2.333333,0.428571,0.571429,0.428571
577,0.014925,1,0.015038,0.192493,0,0,0.25,0.5,0.5,0.5
1401,0.037313,0.4,0.037594,0.262491,0.028406,1,0.296296,0.5,0.5,0.375
1485,0.007463,,0.007519,0.010025,0,0,0.066667,0.5,0.5,0.5
1228,0.022388,1,0.022556,0.231433,0,1,1.666667,0.4,0.6,0.4
1519,0.044776,0.333333,0.045113,0.235477,0.028914,1,0.647059,0.454545,0.545455,0.454545
1594,0.014925,1,0.015038,0.189485,0,1,0.571429,0.5,0.5,0.5
1828,0.014925,1,0.015038,0.189485,0,1,0.571429,0.5,0.5,0.5
